tarih,mevduat_toplam,mevduat_yi,mevduat_tl,mevduat_yp,mevduat_yp_usd,kredi_toplam,kredi_yi,kredi_tl,kredi_tuk_tl,kredi_tic_tl,kredi_yp,kredi_tic_yp,takip_toplam,takip_tl,takip_yp,menkul,k_yi_toplam,k_tuketici,k_konut,k_tasit,k_ihtiyac,k_bkk,k_fkdk,k_ticari,k_ticari_tl,k_kobi_tl,k_ticari_yp,k_kobi_yp,k_diger,k_kurumsal_kart,k_finansal,k_yd,k_takip_tuk,k_takip_tic,k_karsilik,m1,dolasim,vadesiz_tl,vadesiz_yp,m2,vadeli_tl,vadeli_yp,m3,repo,ppf,menkul_ihrac,ham_m1,ar_m1,ham_m2,ar_m2,ham_m3,ar_m3,f_ihtiyac,f_tasit,f_konut,f_ticari_tl,f_ticari_dar,f_tuketici,f_ticari_usd,f_ticari_eur,mev_tl,mev_tl_3a,mev_tl_6a,mev_usd,mev_eur,kat_ticari,kat_tuketici,zk_tl_taban,zk_dth,zk_taban,dth_usd,dth_tl,dth_pay_usd,dth_pay_eur,dth_pay_maden,dth_pay_diger,kart_harcama,kart_adet,fin_sirket,fin_sirket_tuk,fin_sirket_tic
2024-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4653350967.4,393432315.8,1134495171.6,3125423480.0,13582120349.9,6802504649.0,2126264733.5,14005004542.9,220034070.6,165783917.2,37066205.2,7513.0,1948.99,5707.91,1623.21,5373.75,1591.6,63.17,50.27,41.62,53.88,53.01,62.09,8.81,8.18,46.18,51.05,49.8,2.63,1.23,57.09,50.98,7334784184.0,5517111082.53,12851895266.53,183803.84,5517111.11,83374.29,61953.04,25031.55,7466.49,188748925.0,295498853.0,,,
2024-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4768770544.3,399301670.8,1210557082.0,3158911791.5,13746312086.2,6849337439.0,2128204103.0,14170617592.4,204779131.7,180753534.4,38772840.1,7699.35,1995.23,5776.91,1641.88,5437.3,1609.52,61.9,47.1,41.38,53.32,53.02,60.75,8.81,7.64,45.9,49.98,47.76,2.48,1.19,56.47,50.21,7411786893.0,5554299947.99,12966086840.99,184394.08,5554299.92,83835.69,62061.22,25390.73,7638.84,202579896.0,307891145.0,,,
2024-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4837221517.3,408523909.8,1224377728.0,3204319879.5,13751101196.7,6777742436.0,2136137243.4,14175353014.5,187865778.4,197185486.2,39200553.2,7809.87,2018.54,5778.92,1639.9,5439.12,1607.63,60.73,44.08,41.21,54.21,53.55,59.41,8.83,7.38,46.36,49.61,49.09,2.37,1.18,56.0,49.09,7391528584.0,5602662018.14,12994190602.14,185308.15,5602662.2,83868.77,62612.07,25768.38,7768.2,206004447.0,296552835.0,,,
2024-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4819801339.4,414496959.8,1203775123.4,3201529256.2,13614390019.3,6703872813.0,2090715867.0,14127332336.4,268421681.4,205236842.4,39283793.4,7781.74,2008.6,5721.47,1622.41,5420.69,1601.05,61.18,40.04,41.03,53.93,53.15,59.63,9.28,7.91,46.63,50.99,51.08,2.31,0.98,56.47,48.84,7325100615.0,5603476378.58,12928576993.58,184485.7,5603476.44,82908.34,62098.86,26058.1,7943.28,240937814.0,294856801.0,,,
2024-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4851961509.2,420285124.8,1213345610.3,3218330774.2,13652657359.5,6703125301.0,2097570549.2,14203962254.8,284411478.1,229554184.9,37339232.4,7833.66,2013.91,5737.55,1623.08,5450.09,1606.04,61.36,47.93,40.89,54.39,53.37,60.01,8.56,7.56,46.48,50.93,50.15,1.98,0.95,57.99,49.9,7340726701.0,5589090166.11,12929816867.11,182647.02,5589090.07,82448.42,62407.59,24946.07,8027.07,213668565.0,297612047.0,,,
2024-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4966632363.2,420456220.8,1318598433.7,3227577708.7,13836187460.2,6785564939.0,2083990158.0,14380989342.8,254205050.1,251799745.0,38797087.6,8018.8,2055.3,5814.68,1642.0,5518.02,1623.3,60.56,44.46,40.95,53.46,52.95,59.31,8.74,7.74,47.01,52.03,50.61,2.01,0.94,57.95,49.84,7479890380.0,5622238217.46,13102128597.46,183003.06,5622238.25,81752.1,62536.01,25784.19,8128.0,231260353.0,311461387.0,,,
2024-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5049627765.7,426044617.8,1306204938.5,3317378209.4,13952856708.5,6811811985.0,2091416957.7,14509834653.6,246702400.9,272217807.2,38057737.0,8152.8,2075.27,5863.71,1649.1,5567.46,1631.42,60.71,40.48,40.99,54.14,53.6,59.02,8.1,7.42,46.82,51.89,49.27,1.94,0.97,56.7,48.54,7484326431.0,5711642830.48,13195969261.48,184218.62,5711642.95,81998.82,62872.97,25859.75,8300.06,228405931.0,313189573.0,,,
2024-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5103104430.9,438258081.3,1324227251.9,3340619097.8,13935408648.2,6760465851.0,2071838366.3,14536458847.8,279606167.1,282346362.3,39097670.2,8239.14,2089.01,5856.38,1643.22,5577.67,1630.8,60.44,42.24,40.88,54.35,53.78,58.53,8.54,7.28,47.82,53.25,50.61,2.0,0.96,57.72,49.19,7497605111.0,5717254058.9,13214859169.9,183015.39,5717254.22,81053.31,62460.55,26184.07,8239.41,262616676.0,320069135.0,,,
2024-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5240760330.1,444493175.3,1257045627.7,3539221527.1,14124399859.4,6725263498.0,2158376031.3,14741925683.2,298476289.0,279686192.3,39363342.6,8461.39,2111.61,5935.8,1649.78,5656.51,1638.88,63.36,47.76,41.32,56.27,55.99,61.66,8.76,7.41,48.2,53.63,50.77,2.05,0.89,58.91,49.56,7455765725.0,5992939935.89,13448705660.89,188091.7,5992940.13,83575.68,62553.24,27561.41,8540.12,251897696.0,324048871.0,,,
2024-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5402464980.6,437033237.3,1337198307.7,3628233435.5,14306326628.3,6730169430.0,2173692217.8,14897147251.7,271928767.0,279334104.0,39557752.4,8722.47,2166.19,6012.25,1666.18,5716.07,1651.52,76.0,43.67,42.65,58.49,59.63,71.97,7.6,7.8,49.63,55.66,50.33,2.02,1.01,62.75,48.81,7549635230.0,6158362315.55,13707997545.55,191721.48,6158362.35,84158.93,63839.19,29570.18,8484.26,242884944.0,305402058.0,,,
2024-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5496546643.1,440160112.3,1288512306.9,3767874223.9,14400686445.6,6721179417.0,2182960385.5,15017692156.3,293069955.0,284765630.9,39170124.8,8874.37,2195.39,6051.91,1673.29,5762.32,1661.19,82.09,46.62,43.13,62.77,63.38,76.92,8.53,7.65,52.01,59.52,51.55,2.05,1.04,65.75,52.34,7458576327.0,6209227470.06,13667803797.06,194235.62,6209227.31,85767.5,64462.81,30154.84,8564.52,248228429.0,300582718.0,,,
2024-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5515377505.4,446994788.3,1332900045.6,3735482671.5,14287260194.8,6632559669.0,2139323020.5,14927174843.6,308905003.4,290711084.0,40298561.5,8904.77,2206.15,6004.24,1661.6,5727.59,1652.6,86.15,41.67,43.53,66.35,67.68,78.76,8.66,7.53,57.3,64.3,59.68,1.97,1.07,72.22,53.25,7467594948.0,6206745691.48,13674340639.48,192246.21,6206745.89,84986.32,63925.76,30039.39,8308.52,278483441.0,305095930.0,,,
2024-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5451031696.3,484910311.9,1339119208.9,3627002175.5,14240603198.1,6717602145.0,2071969356.8,14923905264.6,332218657.5,309862170.7,41221238.3,8800.88,2198.26,5984.63,1664.32,5726.34,1659.99,83.08,46.05,45.14,67.55,69.2,79.11,8.75,7.89,59.54,67.48,61.17,2.0,0.99,75.85,58.0,7636375845.0,6016691755.98,13653067600.98,188487.53,6016691.72,82191.12,62963.16,29746.11,8323.43,274750128.0,322309831.0,,,
2024-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5422836659.2,492579744.9,1258867793.9,3671389120.4,14320634009.9,6809449923.0,2088347427.7,15036283414.7,338401983.4,335316587.8,41930833.6,8755.36,2178.03,6018.27,1669.6,5769.46,1668.61,83.06,59.66,44.1,66.1,66.53,82.1,7.78,7.54,57.98,65.85,59.29,1.88,0.84,68.11,71.62,7638839162.0,6056926500.82,13695765662.82,189243.47,6056926.66,82002.33,63132.26,30531.99,8343.21,216417113.0,309546980.0,,,
2024-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5527031258.1,467168862.9,1306801853.4,3753060541.8,14581760717.1,6970087821.0,2084641638.0,15318899019.3,361463907.2,334777669.1,40896726.0,8923.59,2206.68,6128.01,1694.23,5877.9,1694.44,81.54,37.16,44.94,66.24,68.29,78.38,8.37,7.7,60.34,68.88,59.53,1.96,1.08,77.45,67.93,7767298533.0,6157621717.12,13924920250.12,189409.33,6157621.59,81006.96,63857.82,32072.56,8314.85,260471508.0,329215710.0,,,
2024-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5452040073.7,473748577.9,1297952157.9,3680339337.8,14570464513.5,7039707754.0,2078716685.8,15286180597.4,324765367.3,344939971.6,46010745.0,8802.51,2174.43,6123.26,1691.89,5865.34,1689.84,81.31,36.33,44.7,67.2,67.24,77.0,8.47,6.98,60.31,68.06,60.89,1.8,1.05,75.01,65.62,7865724147.0,6091415179.26,13957139326.26,187701.34,6091415.24,80437.87,63280.48,30889.62,8467.56,260607438.0,334816029.0,,,
2024-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5347925969.8,485442964.9,1281429455.4,3581053549.4,14478466577.3,7090722154.0,2039818453.5,15194202154.4,312327814.5,357192415.1,46215347.6,8634.42,2137.53,6084.6,1683.24,5830.05,1681.61,79.9,41.09,44.02,65.92,66.34,75.95,8.91,6.49,61.05,68.03,63.99,1.82,1.0,75.33,64.41,7951767584.0,5934993259.52,13886760843.52,184046.78,5934993.42,78191.25,62745.1,29987.21,8480.08,278275843.0,330573029.0,,,
2024-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5251973623.8,490830444.9,1245632881.1,3515510297.9,14442119128.1,7211280308.0,1978865196.3,15193970319.7,324533529.4,380122367.0,47195295.2,8479.5,2104.99,6069.32,1681.66,5829.96,1684.11,79.21,46.38,44.66,65.6,65.4,75.93,9.07,7.02,60.53,68.18,62.97,1.94,1.12,72.78,63.51,8025490587.0,5827640860.88,13853131447.88,181244.93,5827640.76,76323.88,61313.35,30540.18,8285.08,276443617.0,341915041.0,,,
2024-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5361711197.8,497348124.9,1337683140.5,3526679932.4,14786143096.5,7477564835.0,1946867063.7,15572139633.2,333440358.9,404453753.4,48102424.5,8656.67,2146.26,6213.9,1720.41,5975.07,1724.78,78.04,47.19,44.88,64.37,63.76,74.34,8.84,7.14,58.68,63.71,61.16,1.93,0.98,68.69,60.14,8312712088.0,5780735194.82,14093447282.82,179559.4,5780735.39,75256.05,60635.33,30258.34,8261.74,275819135.0,347191133.0,,,
2024-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5404238927.5,508608161.9,1368369022.0,3527261743.6,14843005616.9,7540335209.0,1898431480.4,15668048489.8,345958641.4,431076943.4,48007288.1,8725.33,2164.85,6237.79,1727.74,6011.87,1736.08,76.94,37.69,44.93,63.82,62.69,73.18,8.38,6.83,58.06,61.77,59.23,2.0,1.12,65.77,58.57,8439371533.0,5728512128.74,14167883661.74,178207.39,5728512.29,74690.82,60866.53,29638.22,7965.98,271212943.0,346492590.0,,,
2024-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5393796967.5,517564977.9,1414776604.1,3461455385.6,14841398680.9,7570719055.0,1876882658.4,15736641130.6,399755256.0,448855481.3,46631712.4,8708.48,2155.49,6237.12,1725.22,6038.19,1741.46,75.93,42.54,44.98,64.25,62.57,71.39,8.86,7.99,57.54,61.0,57.46,2.24,1.39,68.43,55.79,8401257341.0,5627440979.09,14028698320.09,175124.74,5627441.01,73286.83,59906.82,29332.09,7578.82,300141106.0,344457743.0,,,
2024-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5287900177.3,545114338.9,1336757659.8,3406028178.6,14789399975.4,7643925351.0,1857574447.1,15703278971.2,374226653.6,492303682.5,47348659.7,8537.5,2116.76,6215.27,1720.87,6025.39,1739.38,75.02,29.5,44.84,63.97,62.71,72.46,9.17,7.39,57.57,60.95,58.66,2.13,1.21,64.1,56.62,8556581431.0,5607637033.18,14164218464.18,174191.87,5607637.0,72542.04,59355.28,29512.33,7487.73,290848726.0,362227717.0,,,
2024-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5440143501.0,619289548.9,1476283633.5,3344570318.6,15149358124.8,7863243240.0,1845971383.8,16048962368.1,335560224.6,516936381.2,47107637.6,8783.3,2180.94,6366.54,1764.35,6158.03,1779.19,73.56,32.69,44.35,61.64,60.47,70.83,9.07,7.32,57.1,60.28,58.55,2.44,1.51,63.86,55.01,8807767823.0,5522408917.71,14330176740.71,170140.67,5522408.95,71186.88,58574.19,28876.95,7396.59,320610924.0,379770269.0,,,
2024-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5485382524.3,587322798.9,1458735820.1,3439323905.3,15304375849.6,7940478584.0,1878514741.3,16342460564.4,459286699.5,532422891.7,46375123.6,8856.34,2184.8,6431.69,1775.95,6270.8,1805.63,76.5,58.46,44.58,65.94,63.24,75.8,8.05,5.73,56.15,58.38,55.76,1.89,1.05,62.72,59.01,8892994867.0,5644981429.16,14537976296.16,172202.85,5644981.56,71900.56,59365.18,29349.64,7485.32,214440754.0,302193881.0,,,
2024-06-28,17345417054.6,15060743063.9,9758292005.0,5302451058.9,163145.2,13358941816.0,12863982759.0,8669305973.0,3186953546.0,5387471144.0,4194676786.0,4157805010.0,214635707.0,210598203.0,4037504.0,4175140567.0,13260547819.0,3191973690.0,446684702.0,90649617.0,1186682677.0,1467956694.0,9672009069.0,9043556827.0,4886183792.0,2722309516.0,4157373035.0,571215108.0,126732915.0,501719327.0,396565060.0,98393997.0,68162134.0,146473573.0,463751094.0,5490527982.688705,559561308.9,1582319265.8406,3348647407.9481063,15233375657.205748,7860107147.0,1882740527.5170412,16280648636.315018,429068189.42011,570815836.81806,47388952.8711,8886.584401,2194.747394,6406.895835,1769.782126,6097.733373,1756.520362,74.56,40.32,44.16,62.38,61.14,71.35,8.59,6.99,56.36,59.17,57.54,2.36,1.41,63.14,56.24,8870288471.0,5628386488.98,14498674959.98,171460.19,5628386.49,71535.4,58956.59,29244.72,7590.62,319974502.0,333353916.0,134843546.0,17832643.0,117010903.0
2024-07-05,17142648240.4,14817227829.9,9563874298.0,5253353531.9,162424.1,13386129820.0,12904667875.0,8673672618.0,3187496673.0,5390676004.0,4230995257.0,4194572406.0,217173618.0,213184802.0,3988816.0,4156788246.0,13287885844.0,3191885409.0,446991291.0,89892626.0,1188274215.0,1466727277.0,9712782465.0,9077632434.0,4883424080.0,2736834159.0,4194208354.0,587203544.0,127534055.0,507615976.0,383217970.0,98243975.0,70327303.0,146846315.0,456757063.0,5275622192.324687,562836544.9,1389910723.5827,3322874923.841988,15050855477.946775,7916552808.0,1858680477.622088,16175300897.008123,475592881.78159,599655186.22916,49197351.0506,8538.750372,2104.497491,6330.138931,1747.270168,6058.277687,1743.943317,76.92,55.5,44.26,63.14,60.57,74.82,8.25,6.67,56.55,59.45,56.98,2.01,1.33,63.15,55.3,8870840132.0,5563886293.62,14434726425.62,170513.92,5563886.33,70274.39,58281.97,29419.6,7729.7,315131740.0,339003239.0,133366202.0,18433909.0,114932293.0
2024-07-12,17550414970.4,15265152364.6,9914174129.0,5350978235.6,163651.3,13501812692.0,13010009413.0,8705305856.0,3218992199.0,5391884415.0,4304703557.0,4267733146.0,223703163.0,219660601.0,4042562.0,4216862864.0,13401422409.0,3223312138.0,448182928.0,89289932.0,1200776485.0,1485062793.0,9786697274.0,9154518695.0,4887200564.0,2734068994.0,4267318131.0,596803818.0,127079713.0,505098866.0,391412997.0,100390282.0,71233938.0,152469225.0,460943274.0,5366792383.199668,561339721.9,1420027387.41156,3385425273.888108,15275945974.640787,8014490460.0,1894663131.441122,16468822167.91522,500106770.39274,643393539.77419,49375883.1075,8686.308139,2120.151167,6424.807244,1764.328597,6168.213549,1767.160561,77.9,55.22,44.24,62.65,60.79,75.26,8.54,7.0,56.16,59.56,56.95,1.76,1.29,61.77,54.37,8931702791.0,5641038315.94,14572741106.94,171424.19,5641038.51,70130.13,58355.79,29528.87,8262.41,296047331.0,343586130.0,134248753.0,18623043.0,115625710.0
2024-07-19,17621298145.9,15327760110.7,9922005148.0,5405754962.7,165132.3,13464744806.0,12965209163.0,8648540484.0,3183823266.0,5370278867.0,4316668679.0,4278802508.0,236978172.0,232926420.0,4051752.0,4255231956.0,13366820228.0,3188310283.0,447943931.0,87351520.0,1191466834.0,1461547998.0,9776898880.0,9141429655.0,4863083788.0,2721238801.0,4278345867.0,603613913.0,127817505.0,507651720.0,401611065.0,97924578.0,74859390.0,162118782.0,466641876.0,5506119444.836757,569936171.9,1499789697.23622,3436393575.7005367,15548889402.996237,8143807376.0,1898962582.1594796,16747581332.576986,481776728.3665,669192572.58675,47722628.6275,8911.806608,2171.811695,6539.60208,1794.655304,6272.613122,1795.957639,75.74,55.18,44.17,61.88,60.56,73.69,8.03,7.14,55.77,59.27,54.36,1.85,1.35,59.72,53.6,9120232945.0,5696962258.65,14817195203.65,172613.26,5696962.46,70443.09,59231.02,29612.07,8085.13,297412008.0,347922745.0,135363176.0,18700821.0,116662355.0
2024-07-26,17767068217.1,15500455457.8,10104488426.0,5395967031.8,165163.1,13544575905.0,13048722700.0,8718045159.0,3234501555.0,5388853070.0,4330677541.0,4291734323.0,239804637.0,235766237.0,4038400.0,4273439612.0,13444633603.0,3239026021.0,449347297.0,86683691.0,1206617867.0,1496377166.0,9809696678.0,9170167399.0,4878899777.0,2716244398.0,4291267622.0,591593289.0,129109285.0,510419994.0,395910904.0,99942301.0,76779833.0,163024804.0,480746590.0,5496712633.059314,580441189.9,1493485137.35653,3422786305.802784,15602422705.592112,8202622127.0,1903087945.5327969,16844846474.11976,497551844.93123,697065206.14292,47806717.4535,8896.588629,2174.946094,6562.109303,1803.620737,6309.035046,1808.973526,74.33,51.67,43.72,61.84,59.29,71.63,8.32,7.06,55.75,59.25,53.84,1.78,1.24,60.46,53.13,9198322409.0,5697676315.33,14895998724.33,172873.74,5697676.32,70595.11,59209.44,29760.98,8251.72,309557027.0,344905876.0,137853174.0,18743589.0,119109585.0
2024-08-02,17672724515.6,15347084141.6,9909269266.0,5437814875.6,165471.7,13672365368.0,13180207216.0,8789165971.0,3286119771.0,5410536388.0,4391041245.0,4352459746.0,242877890.0,239834937.0,3042953.0,4298192606.0,13570521676.0,3290424884.0,450993515.0,85685581.0,1217425590.0,1536320198.0,9889782330.0,9238398547.0,4886328739.0,2729149989.0,4352069808.0,601418971.0,126786196.0,524597587.0,390314462.0,101843690.0,79697975.0,163179915.0,487669425.0,5557336973.00604,585999123.9,1510858361.29855,3460479487.807489,15598190093.553885,8134353069.0,1906500051.547845,16881370665.744244,518039060.67798,717590049.17738,47551462.335,8994.710491,2178.519093,6560.331668,1795.168237,6322.717999,1805.496778,73.93,55.28,43.64,62.32,60.35,71.47,8.55,6.57,55.79,59.09,53.23,1.73,1.1,61.37,52.41,9193628458.0,5726796083.42,14920424541.42,173138.96,5726796.15,69967.11,59287.02,30585.06,8467.88,335819946.0,338560476.0,139019819.0,18910234.0,120109585.0
2024-08-09,17858162208.7,15511298996.1,9928213543.0,5583085453.1,167956.2,13776638682.0,13273642501.0,8809323686.0,3292095381.0,5422846927.0,4464318815.0,4424425641.0,245486314.0,242328144.0,3158170.0,4323551890.0,13672489597.0,3296059837.0,452520030.0,84967670.0,1228935273.0,1529636864.0,9977582667.0,9330453386.0,4906385464.0,2741525123.0,4424067922.0,626736701.0,130310099.0,516819182.0,398847093.0,104149088.0,81736808.0,163749506.0,487727916.0,5592724856.858817,595424393.9,1462855689.41599,3534444773.542827,15732710225.116436,8163917949.0,1976067419.257619,17077244814.979786,524927625.1184,772581275.6899501,47025689.055,9051.979319,2180.946871,6616.906286,1804.650293,6396.076197,1820.872027,74.59,55.95,43.48,61.05,58.7,72.32,9.09,7.26,55.2,58.48,51.46,1.72,1.09,60.38,53.56,9145477024.0,5884795449.88,15030272473.88,175877.64,5884795.55,71607.6,59555.0,30706.54,8529.44,292680721.0,334987635.0,139204350.0,18797217.0,120407133.0
2024-08-16,18115474359.5,15831555316.9,10185502565.0,5646052751.9,169015.5,13816528102.0,13318384337.0,8796725977.0,3259609260.0,5441220311.0,4521658360.0,4482537911.0,247878933.0,244666109.0,3212824.0,4336666746.0,13714489923.0,3263544822.0,453363812.0,83208598.0,1223340375.0,1503632037.0,10054839514.0,9406012278.0,4923881486.0,2749154213.0,4482130792.0,633395249.0,131081292.0,517745944.0,396105587.0,102038178.0,83329167.0,164549766.0,488235089.0,5752015937.377199,596083511.9,1565864139.9689,3590068285.5082994,16010031027.938118,8274904238.0,1983110852.5609195,17411036718.756348,542043620.23802,812230198.1432099,46731872.437,9309.789442,2225.583142,6733.546273,1829.467547,6521.09778,1849.960219,73.68,52.32,43.56,60.5,57.93,71.2,8.07,6.8,55.33,59.23,52.58,1.62,0.97,60.62,53.18,9283385352.0,5932897811.16,15216283163.16,176518.13,5932897.81,71862.03,59222.56,30909.44,8678.83,301188597.0,345282972.0,139057629.0,18813672.0,120243957.0
2024-08-23,18385250602.7,16010664770.5,10201806860.0,5808857910.5,172402.3,14009900439.0,13506106584.0,8881488678.0,3313349640.0,5471731652.0,4624617906.0,4584412680.0,248279353.0,245038475.0,3240878.0,4431465673.0,13906793173.0,3317600543.0,455023280.0,82580281.0,1241690365.0,1538306617.0,10188506043.0,9533239109.0,4949289493.0,2770430499.0,4583949616.0,651284791.0,132361711.0,522905223.0,400686587.0,103107268.0,82620780.0,165658573.0,490864334.0,5932089175.110428,602430466.9,1600177783.46947,3729480924.740957,16256043408.223043,8318440975.0,2005513258.1126173,17713999733.412895,569097726.59531,842037684.09754,46820914.497,9601.242286,2270.318609,6837.017729,1846.776786,6634.56714,1872.104021,73.22,50.95,43.49,59.31,56.99,70.36,8.21,6.74,55.47,59.06,53.41,1.37,1.0,59.91,50.53,9320357763.0,6110034076.69,15430391839.69,180309.86,6110034.08,72970.47,59717.8,31950.48,8976.75,313011135.0,344276188.0,140540609.0,18882872.0,121657737.0
2024-08-30,18346784334.3,15958409091.7,10181135455.0,5777273636.7,171243.2,14119932382.0,13608246310.0,8976106360.0,3371842323.0,5506088094.0,4632139950.0,4591597331.0,251618369.0,248360680.0,3257689.0,4419280329.0,14016979561.0,3376134639.0,456444947.0,82150059.0,1255443539.0,1582096094.0,10232111667.0,9570446807.0,4979278121.0,2796159075.0,4591168686.0,652047481.0,134426242.0,527238618.0,408733255.0,102952817.0,84420387.0,167197982.0,492096220.0,5949625024.888752,605010613.9,1621977636.72315,3722636774.2656016,16217128163.337912,8287024460.0,1980478678.4491596,17647893720.13975,557442374.35525,829031794.23409,44291388.2125,9629.621265,2272.924057,6820.659011,1841.211958,6609.816419,1864.048098,72.24,49.82,43.48,59.73,56.45,69.5,7.98,6.45,55.29,59.36,51.53,1.32,0.89,60.6,52.04,9335653009.0,6103310858.73,15438963867.73,179915.01,6103310.72,72311.62,59843.36,32264.53,8882.81,322505351.0,339256229.0,144160098.0,19107056.0,125053042.0
2024-09-06,18192377301.4,15812931448.8,10007770123.0,5805161325.8,172203.3,14135303685.0,13643211343.0,8991462808.0,3381168747.0,5510456369.0,4651748535.0,4611305031.0,255843012.0,252581556.0,3261456.0,4463978189.0,14032216092.0,3385128908.0,458306810.0,81020179.0,1258453114.0,1587348805.0,10258082438.0,9598485248.0,4987557415.0,2807865223.0,4610927833.0,654979050.0,136321038.0,523276152.0,389004746.0,103087596.0,87924802.0,167918210.0,497478456.0,5867531110.300703,611299932.9,1527124546.45155,3729106630.9491534,16079821825.639627,8213252948.0,1999037767.338924,17594721082.43432,564942837.13954,907862209.6401501,42094210.015,9496.750503,2245.129007,6762.916292,1826.889069,6589.911222,1859.613561,71.65,49.3,43.25,60.93,57.77,68.82,7.88,6.81,55.95,59.27,52.28,1.43,0.78,60.36,52.53,9245242473.0,6108101355.93,15353343828.93,180213.47,6108101.36,72158.37,60131.58,32301.28,8923.58,324404026.0,340726601.0,142399147.0,18993098.0,123406049.0
2024-09-13,18494467168.7,16107059184.0,10395638503.0,5711420681.0,169844.8,14200604034.0,13714433110.0,9064209035.0,3434330287.0,5530024222.0,4650224075.0,4609825402.0,257874532.0,254625523.0,3249009.0,4483751720.0,14102749970.0,3438308967.0,460921030.0,80734363.0,1272942281.0,1623711293.0,10276124142.0,9612072677.0,5002695723.0,2813107108.0,4609376954.0,656521705.0,136274518.0,527776947.0,388316861.0,97854063.0,89212711.0,168661821.0,497610063.0,5826159687.063259,598952077.9,1502861083.87824,3724346525.2850194,15993164290.96479,8255684641.0,1911319962.901532,17634673357.48675,638384745.14288,961199447.97408,41924873.405,9429.797913,2226.580736,6726.474624,1816.571725,6604.869096,1863.390587,73.65,48.65,43.22,59.47,55.94,69.81,8.19,6.99,56.15,60.18,52.1,1.27,0.75,60.16,52.0,9276932876.0,6012709446.19,15289642322.19,177807.17,6012709.58,70268.78,59702.15,32666.06,8674.58,321539766.0,351726123.0,142465591.0,19147067.0,123318524.0
2024-09-20,18617879419.7,16213553077.6,10405128277.0,5808424800.6,171884.1,14278782796.0,13783050179.0,9064304828.0,3383306322.0,5579663086.0,4718745351.0,4677775739.0,259136155.0,255879926.0,3256229.0,4457100137.0,14177029857.0,3387490604.0,462274640.0,79075321.0,1264353150.0,1581787493.0,10395559579.0,9724735434.0,5047511656.0,2844251587.0,4677223778.0,669691205.0,138120754.0,532703391.0,393979674.0,101752943.0,89845544.0,169290611.0,495821885.0,5999284038.195329,610695124.9,1599014504.71212,3789574408.583209,16434827960.914589,8492350116.0,1943193806.7192607,17997331951.88789,555421795.29203,964568966.45677,42513229.2245,9710.006507,2273.661034,6912.221469,1859.16675,6740.699152,1894.668865,71.47,46.7,43.2,57.81,55.07,68.32,7.99,6.6,56.26,59.84,51.56,1.31,0.78,58.76,51.23,9527452481.0,6105444506.67,15632896987.67,179819.94,6105444.4,70630.41,59887.59,33562.46,8768.57,318194080.0,352925508.0,143142835.0,19117232.0,124025603.0
