tarih,mevduat_toplam,mevduat_yi,mevduat_tl,mevduat_yp,mevduat_yp_usd,kredi_toplam,kredi_yi,kredi_tl,kredi_tuk_tl,kredi_tic_tl,kredi_yp,kredi_tic_yp,takip_toplam,takip_tl,takip_yp,menkul,k_yi_toplam,k_tuketici,k_konut,k_tasit,k_ihtiyac,k_bkk,k_fkdk,k_ticari,k_ticari_tl,k_kobi_tl,k_ticari_yp,k_kobi_yp,k_diger,k_kurumsal_kart,k_finansal,k_yd,k_takip_tuk,k_takip_tic,k_karsilik,m1,dolasim,vadesiz_tl,vadesiz_yp,m2,vadeli_tl,vadeli_yp,m3,repo,ppf,menkul_ihrac,ham_m1,ar_m1,ham_m2,ar_m2,ham_m3,ar_m3,f_ihtiyac,f_tasit,f_konut,f_ticari_tl,f_ticari_dar,f_tuketici,f_ticari_usd,f_ticari_eur,mev_tl,mev_tl_3a,mev_tl_6a,mev_usd,mev_eur,kat_ticari,kat_tuketici,zk_tl_taban,zk_dth,zk_taban,dth_usd,dth_tl,dth_pay_usd,dth_pay_eur,dth_pay_maden,dth_pay_diger,kart_harcama,kart_adet,fin_sirket,fin_sirket_tuk,fin_sirket_tic
2011-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134868911.0,49287002.0,57575096.0,28006812.0,628029349.0,356788504.0,136371934.0,662662897.0,5096457.0,23620840.0,5916250.0,217.75,210.68,263.93,249.8,254.26,241.68,12.93,11.09,10.39,9.89,,12.04,4.97,5.62,8.14,9.18,9.29,2.96,2.73,,,427641514.0,179336481.58,606977995.58,113698.39,179336.48,67130.38,30438.3,,2472.03,,,,,
2011-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136399445.0,50269463.0,57662506.0,28467476.0,629705244.0,357822608.0,135483191.0,666639866.0,6069317.0,24152289.0,6713016.0,220.22,213.32,264.63,250.94,255.79,243.56,13.1,11.4,10.67,10.0,,12.27,4.65,5.17,8.27,9.17,10.12,3.26,2.76,,,425755896.0,180850783.21,606606679.21,115213.59,180850.78,67980.44,30923.71,,2492.71,,,,,
2011-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140883200.0,50928809.0,60801301.0,29153089.0,638964984.0,357957595.0,140124189.0,674283904.0,3721525.0,23964347.0,7633049.0,227.46,219.84,268.53,253.3,258.72,245.13,13.23,11.47,10.9,10.15,,12.54,4.71,4.54,8.44,9.39,10.27,3.16,2.66,,,428546471.0,184378502.98,612924973.98,115474.73,184378.5,68450.97,31290.6,,2512.86,,,,,
2011-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141355992.0,51099369.0,61777993.0,28478630.0,642027634.0,360543554.0,140128087.0,677342521.0,3971792.0,23688614.0,7654482.0,228.22,220.24,269.81,254.16,259.9,245.92,13.93,11.51,11.07,10.62,,13.0,4.32,5.22,8.49,9.41,10.22,3.15,2.57,,,432955204.0,186711037.47,619666241.47,115019.42,186711.03,67561.98,31582.44,,2496.68,,,,,
2011-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140908695.0,50270691.0,62316056.0,28321947.0,638391587.0,359164639.0,138318253.0,672808694.0,3441095.0,23264532.0,7711480.0,227.5,219.25,268.28,252.32,258.16,243.91,15.63,11.35,11.68,10.98,,14.12,4.96,4.97,8.75,9.8,10.97,3.34,2.97,,,434084184.0,182478421.3,616562605.3,113531.02,182478.42,65644.88,31215.26,,2592.78,,,,,
2011-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136911859.0,50825428.0,57804532.0,28281899.0,637639176.0,361491463.0,139235855.0,674831245.0,6241270.0,23214036.0,7736762.0,221.05,212.97,267.97,251.9,258.93,244.53,16.46,12.6,11.88,11.8,,14.79,5.2,5.26,8.63,9.62,10.32,3.11,2.5,,,429946560.0,183918989.1,613865549.1,113881.72,183918.98,65777.56,31911.95,,2533.89,,,,,
2011-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142623040.0,50999749.0,63041614.0,28581678.0,643433941.0,361276626.0,139534275.0,678863793.0,4007678.0,23676372.0,7745802.0,230.27,221.64,270.4,253.98,260.48,245.8,16.63,12.8,12.22,10.78,,15.17,5.18,6.01,8.7,9.63,10.68,3.26,2.63,,,438144728.0,186737051.47,624881779.47,113815.47,186737.05,65377.78,32440.29,,2573.6,,,,,
2011-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144513216.0,51413510.0,64043565.0,29056141.0,646591833.0,359861221.0,142217396.0,681365116.0,3250602.0,23457893.0,8064788.0,233.32,223.8,271.73,253.94,261.44,245.53,16.73,12.9,12.28,11.83,,15.27,4.97,5.56,8.73,9.68,10.49,3.21,2.84,,,434470248.0,190288663.35,624758911.35,114157.21,190288.66,65143.66,32214.75,,2604.97,,,,,
2011-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142368283.0,50993015.0,62127252.0,29248016.0,645682600.0,361170860.0,142143457.0,680350443.0,3548893.0,22990440.0,8128510.0,229.86,220.26,271.35,253.31,261.05,244.91,17.15,12.75,12.37,11.79,,15.57,5.46,5.96,8.62,9.57,10.42,3.16,2.8,,,435315864.0,189350728.39,624666592.39,113160.06,189350.72,65421.85,31601.75,,2639.34,,,,,
2011-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138180458.0,51387433.0,58186140.0,28606886.0,644249409.0,362820998.0,143247952.0,681088983.0,4846463.0,23244723.0,8748389.0,223.09,212.98,270.75,251.62,261.34,244.14,17.31,13.05,12.55,11.89,,15.55,5.42,7.89,8.68,9.71,10.22,3.23,3.01,,,432159058.0,194363636.55,626522694.55,112413.9,194363.63,64198.66,32177.92,,2641.63,,,,,
2011-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141294708.0,51585854.0,60030345.0,29678509.0,652462689.0,364664580.0,146503402.0,688879526.0,4307943.0,22866966.0,9241928.0,228.12,216.24,274.2,252.5,264.32,244.79,17.31,12.82,12.67,11.77,,15.74,5.76,5.28,8.46,9.47,10.0,3.19,2.71,,,440694846.0,198501042.1,639195888.1,111825.27,198501.04,63686.81,31945.52,,2670.38,,,,,
2011-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144274925.0,52342757.0,62124621.0,29807547.0,651685324.0,360303523.0,147106876.0,687878221.0,3798733.0,23109341.0,9284824.0,232.93,220.53,273.87,251.83,263.94,244.1,17.35,12.77,12.69,11.84,,15.8,5.43,5.46,8.45,9.28,9.83,3.2,2.94,,,435446425.0,199883052.49,635329477.49,112218.19,199883.05,63919.03,31838.86,,2674.06,,,,,
2011-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151070436.0,55854896.0,64824746.0,30390794.0,656696505.0,358827658.0,146798410.0,691395293.0,2847988.0,22561954.0,9288846.0,243.91,231.04,275.98,253.99,265.29,245.56,17.41,12.63,12.72,10.38,,15.88,4.8,5.7,8.37,9.16,9.65,3.16,2.69,,,441636719.0,198040597.94,639677316.94,113464.3,198040.59,63759.1,32609.37,,2649.87,,,,,
2011-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145057260.0,54083799.0,59887489.0,31085972.0,648253436.0,357935018.0,145261159.0,685528601.0,5522609.0,22449076.0,9303481.0,234.2,222.39,272.43,251.54,263.04,244.22,17.22,13.17,12.31,11.27,,16.14,4.61,5.49,8.04,8.74,8.94,2.54,2.46,,,429985133.0,197497058.25,627482191.25,113745.93,197497.05,63653.05,33283.24,,2697.53,,,,,
2011-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141375185.0,53089337.0,58155991.0,30129856.0,648396214.0,361704885.0,145316144.0,684595738.0,4502985.0,22349642.0,9346896.0,228.25,216.99,272.49,251.85,262.68,244.12,17.36,13.05,12.58,11.9,,16.09,5.31,5.56,8.23,9.17,9.31,3.26,2.84,,,432868558.0,200202859.38,633071417.38,113294.58,200202.85,63442.78,34101.84,,2648.02,,,,,
2011-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144808508.0,53153623.0,61100928.0,30553958.0,650644261.0,358990787.0,146844966.0,686266443.0,3481277.0,22816816.0,9324089.0,233.8,222.13,273.43,252.39,263.32,244.41,17.19,13.02,12.63,10.52,,15.83,6.1,5.81,8.19,8.91,9.34,3.22,2.57,,,436847588.0,200560569.25,637408157.25,112991.87,200560.56,63622.44,33892.1,,2628.82,,,,,
2011-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146094226.0,53641121.0,61717452.0,30735653.0,655506780.0,360351979.0,149060575.0,690424821.0,2810800.0,22783615.0,9323625.0,235.87,223.38,275.48,253.13,264.92,244.84,17.34,12.93,12.54,12.14,,15.84,5.15,6.06,8.12,8.88,9.41,3.22,2.88,,,435975922.0,203342364.38,639318286.38,111347.25,203342.36,62372.86,34386.65,,2566.16,,,,,
2011-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145827010.0,51843611.0,62884048.0,31099351.0,654290484.0,358962155.0,149501319.0,689720183.0,3939095.0,22111723.0,9378880.0,235.44,222.17,274.97,251.6,264.65,243.61,17.18,12.75,12.48,11.82,,15.57,4.74,6.16,8.25,9.02,9.52,3.2,2.55,,,435413874.0,203340924.71,638754798.71,109842.76,203340.92,61899.59,33607.07,,2543.36,,,,,
2011-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141213416.0,52891451.0,57421759.0,30900207.0,654515769.0,362234610.0,151067743.0,689927579.0,3873772.0,22414327.0,9123711.0,227.99,215.54,275.06,252.19,264.73,244.15,17.1,12.9,12.48,12.12,,15.52,4.75,5.59,7.97,8.86,9.24,3.15,2.72,,,431772479.0,203699691.85,635472170.85,111050.36,203699.69,63310.05,33614.19,,2559.47,,,,,
2011-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145194470.0,51998561.0,61748495.0,31447415.0,657647523.0,360318879.0,152134174.0,693610124.0,3674853.0,22612420.0,9675329.0,234.42,221.37,276.38,253.15,266.14,245.23,17.12,12.89,12.42,11.64,,15.42,4.95,4.74,8.14,8.86,9.19,3.21,2.8,,,436434133.0,217335309.3,653769429.5,118866.38,217335.29,64603.98,33122.68,5985.56,2587.41,,,,,
2011-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146225267.0,53034291.0,61163426.0,32027551.0,662396764.0,360712649.0,155458848.0,697363869.0,2693307.0,22546556.0,9727242.0,236.08,222.03,278.37,253.62,267.58,245.3,17.07,12.87,12.39,11.88,,15.48,4.23,6.47,8.21,8.89,9.41,3.36,2.83,,,433710580.0,219713721.52,653424288.62,119189.38,219713.7,64811.01,33273.32,6005.21,2549.13,,,,,
2011-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145924853.0,53098034.0,60407948.0,32418872.0,650376977.0,355254089.0,149198035.0,685779433.0,3756854.0,21877904.0,9767698.0,235.6,224.11,273.32,252.65,263.13,244.57,17.72,13.21,12.49,13.39,,15.44,6.64,5.44,8.34,9.07,9.39,3.1,2.84,,,428618104.0,212726353.25,641344439.74,121446.86,212726.33,66226.78,33019.34,6313.39,2616.87,,,,,
2011-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151239097.0,58117725.0,61612602.0,31508770.0,657806247.0,355215916.0,151351235.0,694246939.0,4525262.0,21655813.0,10259617.0,244.18,232.29,276.44,255.54,266.38,247.59,19.04,13.85,13.4,14.66,,16.91,6.27,5.08,8.57,9.38,9.83,3.19,2.82,,,428568121.0,212546752.1,641114855.66,121859.15,212546.73,67389.82,33052.83,6225.8,2567.82,,,,,
2011-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145857849.0,54954011.0,59386353.0,31517485.0,655713793.0,357955115.0,151900829.0,693194530.0,5260495.0,21926320.0,10293922.0,235.49,223.94,275.56,254.55,265.98,247.06,19.06,14.56,14.1,12.48,,17.69,4.88,6.64,8.36,9.22,9.61,2.78,2.59,,,429140007.0,215128889.31,644268878.61,121534.86,215128.87,66839.07,33730.86,6068.19,2588.34,,,,,
2011-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143229294.0,52648816.0,59386815.0,31193662.0,651898898.0,355929892.0,152739712.0,688078557.0,3805390.0,22073491.0,10300778.0,231.25,219.52,273.96,252.45,264.02,244.67,19.01,13.23,14.42,12.61,,17.66,4.26,6.97,8.9,9.63,9.19,3.62,2.95,,,431348304.0,217354457.81,648702745.55,120271.38,217354.44,66066.71,33746.29,5951.22,2560.96,,,,,
2011-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142759238.0,51939569.0,59911476.0,30908193.0,655038125.0,357303297.0,154975589.0,691765377.0,4784801.0,21641669.0,10300782.0,230.49,217.69,275.28,251.99,265.43,244.44,19.23,12.05,14.63,13.85,,17.6,5.12,6.88,8.95,9.7,9.93,3.4,2.83,,,429551913.0,220605788.77,650157681.14,117643.86,220605.76,65068.04,33474.87,5752.27,2449.26,,,,,
2011-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142287924.0,51005244.0,59629491.0,31653189.0,651526991.0,355536578.0,153702489.0,688687488.0,4929542.0,21863686.0,10367269.0,229.73,217.64,273.8,251.57,264.25,244.2,19.55,11.39,14.48,14.02,,17.65,5.05,8.28,9.15,9.83,11.1,3.28,2.93,,,426797671.0,216905654.03,643703305.07,119559.93,216905.63,65589.4,33800.47,5868.09,2495.45,,,,,
2011-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139522818.0,51121200.0,57131081.0,31270537.0,651688792.0,358230458.0,153935515.0,689672139.0,6309656.0,21189087.0,10484604.0,225.26,213.58,273.87,251.88,264.63,244.78,19.76,11.96,14.52,14.38,,17.84,5.85,5.68,9.27,10.14,10.86,3.27,2.92,,,426538168.0,219705081.92,646243231.53,119463.35,219705.06,65535.43,34141.22,5804.26,2480.25,,,,,
2011-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143279257.0,50902069.0,60969541.0,31407647.0,660759807.0,358541265.0,158939285.0,697372537.0,4834477.0,21266863.0,10511389.0,231.33,218.7,277.68,254.28,267.58,246.5,19.5,12.47,14.48,13.09,,17.67,5.64,5.15,9.5,10.29,11.33,3.62,3.11,,,433298061.0,223333294.81,656631338.98,119461.5,223333.27,66316.52,34367.14,5897.32,2439.78,,,,,
2011-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144188252.0,50313867.0,62150534.0,31723852.0,661998695.0,359465761.0,158344682.0,698287053.0,4813180.0,21045599.0,10429580.0,232.79,219.79,278.21,254.34,267.93,246.44,19.9,12.42,14.43,15.02,,17.88,5.15,4.92,10.02,10.71,11.65,3.88,3.25,,,432489967.0,224751223.78,657241171.97,119491.31,224751.2,65393.6,34964.01,5945.82,2453.91,,,,,
2011-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148455145.0,49347189.0,65220312.0,33887644.0,665642351.0,359639744.0,157547462.0,700491311.0,3890683.0,20556252.0,10402025.0,239.68,225.75,279.74,254.91,268.78,246.46,19.78,11.85,14.35,14.89,,17.1,6.24,7.13,10.6,11.42,11.98,3.94,3.39,,,437082591.0,222476597.01,659559161.56,117781.02,222476.57,64565.89,34761.48,5826.94,2413.78,,,,,
2012-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136236864.0,49408347.0,55242100.0,31586416.0,655522524.0,360977490.0,158308171.0,693068891.0,6722850.0,20337557.0,10485960.0,219.96,208.21,275.48,252.63,265.93,245.31,20.12,13.9,14.4,16.04,,18.06,6.07,5.68,9.96,10.67,11.2,3.76,3.27,,,428016793.0,222378736.28,650395512.46,118944.54,222378.71,65258.74,35421.61,5942.37,2432.1,,,,,
2012-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139306967.0,48145708.0,59966912.0,31194347.0,656230175.0,361294872.0,155628337.0,690820182.0,4015242.0,20288732.0,10286032.0,224.91,213.97,275.78,254.45,265.07,245.93,20.14,15.48,14.5,15.3,,18.34,5.1,4.75,10.07,10.88,11.29,3.6,3.09,,,436911757.0,220378012.38,657289754.64,119595.15,220377.99,65104.55,35956.6,5981.82,2437.58,,,,,
2012-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138588213.0,48828653.0,57972696.0,31786864.0,654159966.0,359605338.0,155966415.0,690658562.0,5356067.0,21009782.0,10132746.0,223.75,212.97,274.91,253.84,265.01,246.05,19.79,15.51,14.52,15.8,,18.22,5.63,5.92,10.05,10.49,11.68,3.78,3.11,,,429296247.0,219912547.57,649208772.72,120771.33,219912.52,65691.55,36075.27,6010.37,2467.37,,,,,
2012-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137223226.0,48341006.0,56841152.0,32041068.0,653688669.0,360710200.0,155755243.0,690214301.0,4042697.0,21212708.0,11270227.0,221.55,211.45,274.71,254.58,264.84,246.74,19.84,15.27,14.58,14.05,,18.28,5.12,3.81,10.05,10.71,10.99,3.58,2.97,,,434844166.0,219458157.48,654302296.85,123589.64,219458.13,67018.89,36516.07,6138.32,2490.49,,,,,
2012-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133157817.0,47902836.0,54021521.0,31233461.0,646025889.0,359294807.0,153573264.0,684859095.0,6155500.0,21022012.0,11655695.0,214.99,206.16,271.49,253.05,262.78,246.17,19.64,15.11,14.49,15.73,,18.05,7.3,6.59,10.16,10.81,11.37,3.5,3.17,,,424095691.0,217914460.13,642010128.43,124829.25,217914.43,67725.14,36734.52,6243.8,2484.61,,,,,
2012-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132239802.0,47669210.0,53788538.0,30782055.0,649319307.0,362621919.0,154457586.0,687672629.0,5574820.0,20844574.0,11933927.0,213.5,204.79,272.88,254.47,263.86,247.29,19.49,15.25,14.07,15.55,,17.84,4.96,5.5,9.97,10.72,11.33,3.51,3.24,,,426881954.0,219846973.13,646728907.84,125333.19,219846.95,68079.02,36717.97,6140.85,2517.08,,,,,
2012-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136090861.0,47540013.0,56896243.0,31654604.0,651127678.0,358536538.0,156500280.0,689586781.0,4512036.0,20959269.0,12987798.0,219.72,210.4,273.64,254.52,264.6,247.37,19.26,14.68,13.77,13.68,,17.56,6.97,5.17,10.01,10.81,11.19,3.57,3.07,,,431013918.0,220844653.69,651858552.44,126160.88,220844.63,68646.46,37110.05,6180.01,2538.4,,,,,
2012-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137230632.0,47521890.0,57669608.0,32039134.0,655057997.0,361024630.0,156802736.0,691961892.0,3314078.0,20623935.0,12965882.0,221.56,212.17,275.29,256.13,265.51,248.29,19.3,14.24,13.38,14.5,,17.33,5.59,6.06,9.85,10.6,10.66,3.53,3.11,,,429949547.0,223918522.61,653868046.82,127712.59,223918.49,69151.83,37230.03,6114.15,2562.09,,,,,
2012-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135182543.0,47215406.0,56417318.0,31549819.0,649973655.0,358585723.0,156205390.0,688702546.0,5520230.0,20319404.0,12889257.0,218.25,209.3,273.15,254.66,264.26,247.6,19.2,13.95,13.45,14.51,,17.25,6.0,5.53,9.75,10.49,10.61,3.41,2.48,,,425742199.0,223496461.15,649238635.6,127442.79,223496.43,69304.08,37275.6,6234.1,2533.07,,,,,
2012-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134407812.0,48340139.0,54886255.0,31181418.0,655900234.0,363312652.0,158179770.0,694002387.0,4971440.0,20287185.0,12843528.0,217.0,207.67,275.64,256.25,266.29,248.83,19.09,13.88,13.38,14.2,,17.15,6.66,6.93,9.65,10.45,10.6,3.36,2.99,,,429772764.0,225691032.59,655463775.31,127257.4,225691.01,69252.61,37126.13,6403.74,2531.45,,,,,
2012-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139260154.0,48678334.0,58824843.0,31756978.0,661621803.0,361701420.0,160660229.0,699884296.0,4385355.0,20678227.0,13198912.0,224.84,214.52,278.05,257.42,268.55,249.97,18.57,13.24,13.29,13.92,,16.65,8.32,5.25,9.66,10.42,10.73,3.24,2.87,,,433912084.0,227922830.1,661834890.83,127331.17,227922.8,69222.98,37449.37,6608.8,2508.13,,,,,
2012-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138025257.0,48547821.0,58406658.0,31070779.0,662713658.0,364441756.0,160246645.0,699855393.0,3521798.0,20425121.0,13194816.0,222.84,212.29,278.51,257.36,268.54,249.51,18.65,13.15,13.21,13.91,,16.66,4.99,5.96,9.71,10.36,10.69,3.17,2.84,,,434497612.0,228387156.98,662884742.11,127462.4,228387.13,68495.89,37579.54,6670.8,2514.09,,,,,
2012-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137507082.0,47720266.0,58519831.0,31266986.0,658662131.0,363685484.0,157469565.0,697183298.0,5007300.0,20129858.0,13384009.0,222.01,212.13,276.8,256.81,267.51,249.5,18.73,12.75,13.21,14.38,,16.51,4.86,7.35,9.81,10.38,11.09,3.24,2.45,,,434654830.0,226565558.87,661220360.51,127793.74,226565.53,67996.37,37817.46,6803.19,2519.22,,,,,
2012-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132294998.0,48749134.0,53547880.0,29997984.0,657482444.0,365979974.0,159207473.0,696645464.0,5414869.0,20531439.0,13216711.0,213.59,204.03,276.31,256.21,267.3,249.18,18.9,13.21,13.17,14.73,,16.73,6.13,5.5,9.62,10.35,10.73,3.23,2.73,,,432310621.0,227214669.56,659525272.72,127383.89,227214.65,67979.94,38387.7,6750.25,2473.29,,,,,
2012-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138634226.0,48322634.0,59595028.0,30716564.0,663657811.0,364678571.0,160345014.0,702081952.0,4537492.0,20372848.0,13513801.0,223.83,213.62,278.9,258.37,269.39,250.9,18.49,13.49,13.07,14.41,,16.51,5.92,6.38,9.66,10.36,10.79,3.21,2.41,,,438308610.0,229474820.67,667783405.7,128687.07,229474.79,68599.05,38496.91,6917.78,2508.31,,,,,
2012-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139687724.0,49270703.0,59755716.0,30661305.0,665589178.0,365341359.0,160560095.0,703863439.0,3935970.0,20694805.0,13643486.0,225.53,215.5,279.71,259.51,270.07,251.89,18.29,13.19,13.01,14.37,,16.28,5.68,5.55,9.8,10.39,10.41,3.15,2.86,,,434868699.0,230982126.12,665850801.94,129554.15,230982.1,68436.83,39244.03,6916.8,2504.36,,,,,
2012-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141417163.0,49261743.0,59791802.0,32363618.0,663364204.0,363386849.0,158560191.0,704071310.0,6318362.0,21064921.0,13323823.0,228.32,218.7,278.78,259.48,270.15,252.73,18.46,12.77,12.97,13.22,,16.43,4.03,6.37,9.85,10.42,10.73,3.07,2.77,,,437529532.0,228175067.75,665704576.96,130125.48,228175.04,68880.19,39116.94,7008.1,2544.15,,,,,
2012-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136363195.0,49096284.0,55306874.0,31960037.0,660362132.0,365841602.0,158157336.0,702395289.0,5996074.0,20465974.0,15571109.0,220.16,211.19,277.52,258.76,269.51,252.54,18.34,12.75,12.99,15.04,,16.3,5.97,5.68,9.67,10.4,10.57,3.09,2.78,,,431353933.0,228217667.51,659571577.78,130536.89,228217.64,69293.48,39340.9,6928.37,2644.7,,,,,
2012-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137687001.0,48934767.0,57039684.0,31712551.0,664899381.0,366141241.0,161071139.0,707909918.0,7249217.0,19871154.0,15890166.0,222.3,212.79,279.42,259.77,271.63,253.83,18.36,13.36,12.61,13.41,,16.04,5.44,6.31,10.06,10.52,10.75,3.16,2.53,,,437809143.0,231614003.93,669423127.35,130142.15,231613.98,68482.38,39913.3,6777.58,3246.33,,,,,
2012-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141089708.0,49621369.0,59830572.0,31637767.0,670801902.0,366544367.0,163167827.0,711372362.0,3976652.0,20460485.0,16133323.0,227.79,217.43,281.9,261.06,272.96,254.13,18.3,13.1,12.74,13.44,,16.05,5.62,5.49,10.12,10.67,10.83,3.24,2.59,,,442076323.0,235508395.27,677584694.57,129144.75,235508.37,68203.97,40636.59,6863.93,2472.44,,,,,
2012-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140811191.0,49847020.0,59803716.0,31160454.0,671968075.0,367238386.0,163918498.0,713461608.0,5329408.0,20095603.0,16068522.0,227.34,216.65,282.4,260.91,273.76,254.33,18.39,12.74,12.67,14.3,,16.13,5.33,4.49,10.08,10.62,10.56,3.08,2.68,,,439719788.0,234854769.77,674574537.62,128202.82,234854.74,66913.96,41409.6,6775.45,2457.4,,,,,
2012-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142740192.0,49602341.0,61777691.0,31360160.0,673038231.0,366493817.0,163804223.0,715010207.0,4684171.0,20217061.0,17070743.0,230.46,219.84,282.84,261.58,274.35,255.11,18.26,12.38,12.68,14.16,,15.81,6.08,5.82,10.15,10.56,11.03,3.12,2.83,,,441454998.0,237155246.1,678610223.65,127578.25,237155.22,67122.26,41598.87,6708.56,2443.54,,,,,
2012-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140966375.0,51391121.0,58185386.0,31389868.0,670583619.0,367112126.0,162505118.0,715065123.0,6114695.0,20167765.0,18199043.0,227.59,217.44,281.81,261.26,274.37,255.71,18.24,13.04,12.65,14.38,,16.14,5.16,5.08,10.16,10.73,10.84,3.12,2.83,,,439773558.0,235109956.01,674883493.92,128693.38,235109.93,66570.42,42482.62,6661.02,2503.1,,,,,
2012-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147232661.0,51032271.0,64174438.0,32025952.0,678842137.0,368452288.0,163157188.0,721068245.0,3759374.0,20544536.0,17922198.0,237.71,227.15,285.28,264.5,276.68,257.88,17.94,13.53,12.6,14.22,,15.91,6.45,4.94,10.31,10.91,11.36,3.31,2.77,,,449598895.0,235069240.31,684668113.63,130116.91,235069.21,67482.26,42135.08,6915.58,2531.95,,,,,
2012-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146444143.0,51267257.0,63200345.0,31976541.0,675638849.0,367313184.0,161881521.0,718994673.0,5057451.0,20414109.0,17884264.0,236.44,226.56,283.94,264.28,275.88,258.08,17.96,13.32,12.52,14.67,,15.84,5.47,4.24,10.39,11.06,11.33,3.18,2.82,,,443839925.0,235387464.15,679227369.37,130930.82,235387.44,68300.97,42324.22,6971.66,2570.93,,,,,
2012-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151082849.0,51142850.0,66135556.0,33804443.0,682259921.0,368298958.0,162878114.0,724696153.0,4452374.0,20209782.0,17774075.0,243.93,233.14,286.72,265.91,278.07,259.24,18.09,12.66,12.56,14.11,,15.81,5.5,4.61,10.35,11.13,11.48,3.17,2.64,,,447409094.0,236398496.06,683807570.19,130859.93,236398.47,67458.13,42649.89,7135.78,2574.06,,,,,
