o,h,l,c,v,ts
16359.26953125,16372.009765625,16297.3701171875,16304.6396484375,0,2026-04-17 09:30:00
16303.3701171875,16328.0,16276.740234375,16291.7998046875,0,2026-04-17 10:30:00
16292.1201171875,16353.2197265625,16247.9296875,16336.2900390625,0,2026-04-17 11:30:00
16336.8603515625,16654.599609375,16313.48046875,16572.880859375,0,2026-04-17 12:30:00
16578.009765625,16744.990234375,16563.880859375,16722.259765625,0,2026-04-17 13:30:00
16725.099609375,16753.330078125,16678.83984375,16747.970703125,0,2026-04-17 14:30:00
16723.23046875,16723.23046875,16606.509765625,16610.689453125,0,2026-04-20 08:30:00
16610.08984375,16626.30078125,16580.880859375,16615.9609375,0,2026-04-20 09:30:00
16617.310546875,16723.23046875,16564.7890625,16588.439453125,0,2026-04-20 10:30:00
16585.66015625,16726.7890625,16573.609375,16713.9609375,0,2026-04-20 11:30:00
16712.740234375,16752.4609375,16631.470703125,16681.640625,0,2026-04-20 12:30:00
16681.119140625,16737.349609375,16633.73046875,16674.970703125,0,2026-04-20 13:30:00
16676.51953125,16683.05078125,16584.279296875,16595.310546875,0,2026-04-20 14:30:00
16591.23046875,16729.029296875,16591.23046875,16712.0390625,0,2026-04-21 06:30:00
16710.94921875,16745.08984375,16663.7109375,16724.810546875,0,2026-04-21 07:30:00
16722.9609375,16734.48046875,16609.76953125,16615.5703125,0,2026-04-21 08:30:00
16611.4609375,16662.94921875,16608.19921875,16609.8203125,0,2026-04-21 09:30:00
16609.7109375,16696.080078125,16480.359375,16580.609375,0,2026-04-21 10:30:00
16580.83984375,16612.6796875,16545.009765625,16567.390625,0,2026-04-21 11:30:00
16568.91015625,16615.009765625,16544.990234375,16579.189453125,0,2026-04-21 12:30:00
16578.240234375,16625.51953125,16571.94921875,16580.16015625,0,2026-04-21 13:30:00
16579.05078125,16589.439453125,16487.279296875,16492.48046875,0,2026-04-21 14:30:00
16471.9609375,16617.76953125,16471.9609375,16594.359375,0,2026-04-22 06:30:00
16593.6796875,16593.6796875,16520.51953125,16526.94921875,0,2026-04-22 07:30:00
16527.419921875,16551.3203125,16501.7890625,16510.890625,0,2026-04-22 08:30:00
16512.83984375,16550.69921875,16500.0703125,16548.44921875,0,2026-04-22 09:30:00
16548.390625,16593.83984375,16454.4296875,16499.2109375,0,2026-04-22 10:30:00
16497.9296875,16502.05078125,16399.23046875,16419.240234375,0,2026-04-22 11:30:00
16418.939453125,16420.900390625,16343.58984375,16416.810546875,0,2026-04-22 12:30:00
