tarih,borc_odeme_top,borc_odeme_top_4h,borc_odeme_haz,borc_odeme_haz_4h,borc_odeme_dgr,borc_odeme_dgr_4h,borc_odeme_tcmb,borc_odeme_tcmb_4h,borc_odeme_top_52h
2023-07-12,182.38,886.6399999999991,181.64,800.5399999999993,0.31,82.96000000000002,0.43,1.0600000000000285,24249.34
2023-07-19,3509.61,4125.48,3508.9,4040.4399999999996,0.56,81.94000000000003,0.15,1.0200000000000284,27207.62
2023-07-26,3178.75,7070.41,3177.57,6984.75,1.18,82.63000000000002,0.0,0.9500000000000285,30189.07
2023-08-02,252.78,7123.5199999999995,95.25,6963.359999999999,157.47,159.52000000000004,0.06,0.6400000000000284,30295.180000000004
2023-08-09,285.77,7226.909999999999,283.16,7064.88,2.61,161.82000000000002,0.0,0.21000000000002847,30202.899999999998
2023-08-16,395.4,4112.699999999999,394.5,3950.479999999999,0.83,162.09,0.07,0.13000000000002848,27088.8
2023-08-23,335.95,1269.899999999999,334.02,1106.9299999999992,1.93,162.84,0.0,0.13000000000002848,27247.89
2023-08-30,3070.27,4087.389999999999,3068.49,4080.169999999999,1.78,7.1499999999999995,0.0,0.07000000000002848,30205.47
2023-09-06,173.83,3975.449999999999,160.8,3957.8099999999995,13.03,17.57,0.0,0.07000000000002848,30232.68
2023-09-13,290.64,3870.6899999999987,261.78,3825.0899999999992,28.86,45.6,0.0,0.0,30036.64
2023-09-20,365.37,3900.109999999999,364.34,3855.4099999999994,0.93,44.6,0.1,0.10000000000002848,30112.760000000002
2023-09-27,361.13,1190.9699999999991,354.66,1141.5799999999995,6.47,49.29,0.0,0.10000000000002848,27597.78
2023-10-04,142.02,1159.1599999999992,125.39,1106.1699999999996,16.63,52.89,0.0,0.10000000000002848,27375.38
2023-10-11,222.73,1091.249999999999,222.48,1066.8699999999997,0.06,24.089999999999996,0.19,0.29000000000002846,27336.239999999998
2023-10-18,315.47,1041.349999999999,313.3,1015.8299999999996,2.08,25.24,0.09,0.28000000000002845,27182.25
2023-10-25,374.96,1055.1799999999992,373.89,1035.0599999999995,0.53,19.3,0.54,0.8200000000000285,26966.57
2023-11-01,217.95,1131.1099999999992,211.94,1121.6099999999994,5.5,8.17,0.51,1.3300000000000285,26994.21
2023-11-08,198.54,1106.9199999999992,193.31,1092.4399999999996,5.12,13.23,0.11,1.2500000000000286,26874.530000000002
2023-11-15,602.18,1393.629999999999,599.5,1378.6399999999994,1.92,13.07,0.76,1.9200000000000284,26814.670000000002
2023-11-22,244.08,1262.7499999999989,240.35,1245.0999999999995,3.58,16.12,0.15,1.5300000000000284,26910.73
2023-11-29,139.54,1184.3399999999988,132.85,1166.0099999999995,6.69,17.310000000000002,0.0,1.0200000000000284,26762.32
2023-12-06,123.07,1108.869999999999,113.72,1086.4199999999996,8.16,20.35,1.19,2.1000000000000285,26673.75
2023-12-13,25.78,532.4699999999991,18.08,504.99999999999955,7.69,26.12,0.01,1.3500000000000285,26604.05
2023-12-20,275.61,563.9999999999991,270.02,534.6699999999995,5.02,27.56,0.57,1.7700000000000284,26650.27
2023-12-27,2343.63,2768.0899999999992,2304.82,2706.64,38.68,59.55,0.13,1.9000000000000286,28771.04
2024-01-03,240.28,2885.2999999999993,212.51,2805.4300000000003,27.77,79.16,0.0,0.7100000000000286,28814.98
2024-01-10,64.92,2924.439999999999,64.83,2852.18,0.0,71.47,0.09,0.7900000000000286,28612.39
2024-01-17,640.49,3289.3199999999993,639.89,3222.0499999999997,0.09,66.53999999999999,0.51,0.7300000000000286,28796.83
2024-01-24,332.06,1277.749999999999,330.85,1248.0799999999995,1.03,28.89,0.18,0.7800000000000287,28914.52
2024-01-31,176.52,1213.989999999999,176.14,1211.7099999999996,0.35,1.4700000000000002,0.03,0.8100000000000286,28967.88
2024-02-07,1456.56,2605.629999999999,1441.08,2587.9599999999996,15.47,16.94,0.01,0.7300000000000286,30132.820000000003
2024-02-14,268.4,2233.539999999999,266.48,2214.5499999999993,0.62,17.470000000000002,1.3,1.5200000000000287,29971.32
2024-02-21,501.72,2403.199999999999,498.42,2382.1199999999994,3.09,19.53,0.21,1.5500000000000287,30182.18
2024-02-28,314.64,2541.319999999999,285.04,2491.0199999999995,29.53,48.71000000000001,0.07,1.5900000000000287,30274.44
2024-03-06,142.18,1226.9399999999991,102.86,1152.7999999999995,39.29,72.53,0.03,1.6100000000000287,30131.86
2024-03-13,313.62,1272.1599999999992,308.29,1194.6099999999997,4.57,76.47999999999999,0.76,1.0700000000000287,30142.29
2024-03-20,362.52,1132.9599999999991,360.98,1057.1699999999996,1.12,74.50999999999999,0.42,1.2800000000000287,30005.26
2024-03-27,2829.26,3647.5799999999995,2824.3,3596.43,4.78,49.75999999999999,0.18,1.3900000000000285,30935.300000000003
2024-04-03,139.24,3644.6399999999994,126.29,3619.8599999999997,12.56,23.03,0.39,1.7500000000000286,29532.28
2024-04-10,240.71,3571.729999999999,221.79,3533.3599999999997,18.66,37.120000000000005,0.26,1.2500000000000286,28476.48
2024-04-17,234.31,3443.5199999999995,234.3,3406.68,0.0,36.0,0.01,0.8400000000000287,28285.06
2024-04-24,5041.64,5655.9,5040.82,5623.199999999999,0.67,31.890000000000004,0.15,0.8100000000000287,32892.130000000005
2024-05-01,321.21,5837.87,316.57,5813.479999999999,4.64,23.97,0.0,0.4200000000000287,33094.21
2024-05-08,97.02,5694.179999999999,70.41,5662.0999999999985,26.61,31.919999999999998,0.0,0.16000000000002865,33021.78
2024-05-15,690.32,6150.19,684.73,6112.529999999999,5.4,37.32,0.19,0.3400000000000286,33197.5
2024-05-22,253.56,1362.1099999999992,68.11,1139.819999999999,184.99,221.64000000000001,0.46,0.6500000000000287,33389.58
2024-05-29,1562.75,2603.649999999999,1556.86,2380.1099999999988,5.73,222.73000000000002,0.16,0.8100000000000287,34830.97
2024-06-05,208.1,2714.729999999999,151.31,2461.0099999999993,56.75,252.87,0.04,0.8500000000000286,34916.350000000006
2024-06-12,21.59,2045.999999999999,20.24,1796.5199999999988,1.15,248.62,0.2,0.8600000000000286,34785.32
2024-06-19,167.25,1959.6899999999991,166.88,1895.289999999999,0.23,63.86000000000001,0.14,0.5400000000000287,34681.799999999996
2024-06-26,246.0,642.9399999999991,239.96,578.3899999999991,5.72,63.85000000000001,0.32,0.7000000000000286,34693.979999999996
2024-07-03,137.8,572.6399999999991,110.7,537.7799999999991,27.1,34.20000000000001,0.0,0.6600000000000288,34632.11
2024-07-10,186.21,737.2599999999992,184.85,702.3899999999991,1.36,34.41000000000001,0.0,0.46000000000002866,34635.94
2024-07-17,843.43,1413.4399999999991,843.08,1378.5899999999992,0.11,34.290000000000006,0.24,0.5600000000000287,31969.760000000002
2024-07-24,354.02,1521.4599999999991,348.97,1487.599999999999,4.98,33.55000000000001,0.07,0.31000000000002864,29145.030000000002
2024-07-31,83.57,1467.229999999999,79.83,1456.729999999999,3.74,10.190000000000008,0.0,0.31000000000002864,28975.82
2024-08-07,2620.18,3901.199999999999,2601.07,3872.9499999999994,18.25,27.08000000000001,0.86,1.1700000000000286,31310.230000000003
2024-08-14,4142.31,7200.08,4141.52,7171.389999999999,0.37,27.34000000000001,0.42,1.3500000000000287,35057.14
2024-08-21,540.21,7386.269999999999,521.91,7344.329999999999,17.45,39.81000000000001,0.85,2.1300000000000283,35261.4
2024-08-28,310.81,7613.509999999999,309.71,7574.209999999999,0.92,36.99000000000001,0.18,2.3100000000000285,32501.94
2024-09-04,43.1,5036.429999999999,10.74,4983.879999999999,32.35,51.09000000000001,0.01,1.4600000000000286,32371.210000000003
2024-09-11,161.95,1056.0699999999981,158.12,1000.4799999999991,3.49,54.210000000000015,0.34,1.3800000000000288,32242.520000000004
2024-09-18,502.75,1018.6099999999982,500.89,979.4599999999991,1.48,38.24000000000001,0.38,0.9100000000000287,32379.9
2024-09-25,1025.39,1733.1899999999982,1024.73,1694.479999999999,0.6,37.92000000000001,0.06,0.7900000000000287,33044.16
2024-10-02,104.84,1794.9299999999982,103.7,1787.4399999999991,0.82,6.390000000000008,0.32,1.1000000000000287,33006.979999999996
2024-10-09,95.67,1728.6499999999983,94.62,1723.9399999999991,1.05,3.9500000000000073,0.0,0.7600000000000287,32879.920000000006
2024-10-16,256.71,1482.6099999999983,255.07,1478.119999999999,0.98,3.4500000000000073,0.66,1.0400000000000287,32821.16
2024-10-23,113.22,570.4399999999981,100.49,553.8799999999991,12.36,15.210000000000006,0.37,1.3500000000000285,32559.420000000002
2024-10-30,328.28,793.8799999999981,309.7,759.8799999999991,18.57,32.96000000000001,0.01,1.0400000000000287,32669.75
2024-11-06,90.51,788.7199999999981,86.35,751.6099999999991,4.12,36.03000000000001,0.04,1.0800000000000285,32561.72
2024-11-13,2845.73,3377.739999999998,2819.2,3315.739999999999,25.11,60.16000000000001,1.42,1.8400000000000285,34805.270000000004
2024-11-20,2277.65,5542.169999999998,2276.27,5491.519999999999,1.21,49.01000000000001,0.17,1.6400000000000285,36838.84
2024-11-27,1082.17,6296.059999999999,1078.9,6260.719999999999,2.61,33.05000000000001,0.66,2.2900000000000285,37781.47
2024-12-04,171.64,6377.189999999999,144.74,6319.109999999999,26.28,55.21000000000001,0.62,2.8700000000000285,37830.04
2024-12-11,74.69,3606.1499999999983,73.38,3573.289999999999,0.51,30.610000000000014,0.8,2.250000000000029,37878.95
2024-12-18,69.93,1398.4299999999982,67.04,1364.0599999999993,2.71,32.110000000000014,0.18,2.2600000000000287,37673.27
2024-12-25,169.3,485.5599999999982,166.46,451.6199999999991,2.47,31.970000000000013,0.37,1.9700000000000286,35498.94
2025-01-01,131.43,445.3499999999982,122.53,429.40999999999906,8.87,14.56000000000001,0.03,1.3800000000000285,35390.090000000004
2025-01-08,213.66,584.3199999999982,141.94,497.9699999999991,71.61,85.66000000000001,0.11,0.6900000000000286,35538.83
2025-01-15,731.52,1245.9099999999983,731.06,1161.989999999999,0.01,82.96000000000002,0.45,0.9600000000000287,35629.86
2025-01-22,490.55,1567.1599999999983,489.95,1485.479999999999,0.28,80.77000000000001,0.32,0.9100000000000288,35788.35
2025-01-29,126.03,1561.7599999999982,125.06,1488.009999999999,0.97,72.87000000000002,0.0,0.8800000000000288,35737.86
2025-02-05,2948.95,4297.049999999997,2937.18,4283.249999999999,11.66,12.920000000000014,0.11,0.8800000000000288,37230.25
2025-02-12,124.83,3690.359999999998,98.77,3650.9599999999987,26.06,38.97000000000001,0.0,0.43000000000002864,37086.68
2025-02-19,597.32,3797.129999999998,596.11,3757.119999999999,0.79,39.48000000000001,0.42,0.5300000000000287,37182.280000000006
2025-02-26,280.64,3951.739999999998,272.39,3904.449999999999,5.81,44.320000000000014,2.44,2.9700000000000286,37148.28
2025-03-05,158.28,1161.0699999999983,115.09,1082.359999999999,40.42,73.08000000000001,2.77,5.630000000000029,37164.380000000005
2025-03-12,2304.1,3340.3399999999983,2299.53,3283.119999999999,4.52,51.54000000000002,0.05,5.680000000000029,39154.86
2025-03-19,2273.13,5016.149999999998,2257.97,4944.98,12.82,63.57000000000002,2.34,7.600000000000028,41065.47
2025-03-26,299.47,5034.979999999998,294.73,4967.32,4.74,62.500000000000014,0.0,5.160000000000029,38535.68
2025-04-02,1560.05,6436.749999999998,1553.66,6405.889999999999,6.35,28.430000000000014,0.04,2.4300000000000286,39956.49
2025-04-09,203.41,4336.059999999998,189.33,4295.689999999999,13.82,37.73000000000002,0.26,2.6400000000000285,39919.19
2025-04-16,671.87,2734.7999999999984,671.46,2709.1799999999994,0.03,24.940000000000015,0.38,0.6800000000000288,40356.75
2025-04-23,143.4,2578.7299999999977,136.39,2550.8399999999992,7.01,27.210000000000015,0.0,0.6800000000000288,35458.51
2025-04-30,388.77,1407.449999999998,387.82,1384.999999999999,0.63,21.490000000000016,0.32,0.9600000000000288,35526.07
2025-05-07,69.3,1273.339999999998,48.88,1244.5499999999993,19.16,26.830000000000016,1.26,1.9600000000000288,35498.35
2025-05-14,302.07,903.5399999999981,301.88,874.9699999999991,0.12,26.920000000000016,0.07,1.650000000000029,35110.1
2025-05-21,533.19,1293.329999999998,481.1,1219.6799999999992,8.45,28.360000000000014,43.64,45.29000000000003,35389.73
2025-05-28,126.29,1030.8499999999983,125.89,957.7499999999992,0.23,27.96000000000001,0.17,45.14000000000003,33953.270000000004
2025-06-04,174.52,1136.0699999999983,142.99,1051.859999999999,31.33,40.13000000000001,0.2,44.08000000000003,33919.69
2025-06-11,16.09,850.0899999999982,12.68,762.6599999999992,3.28,43.29000000000001,0.13,44.14000000000003,33914.19
2025-06-18,1353.84,1670.739999999998,1346.56,1628.119999999999,6.77,41.61000000000001,0.51,1.0100000000000284,35100.78
2025-06-25,124.31,1668.7599999999982,111.85,1614.0799999999988,12.45,53.83000000000001,0.01,0.8500000000000284,34979.09
2025-07-02,254.92,1749.1599999999983,226.76,1697.8499999999988,28.01,50.51000000000001,0.15,0.8000000000000285,35096.21000000001
2025-07-09,266.57,1999.639999999998,253.95,1939.119999999999,12.32,59.55000000000001,0.3,0.9700000000000284,35176.57000000001
2025-07-16,1007.02,1652.8199999999981,776.72,1369.279999999999,229.07,281.85,1.23,1.6900000000000284,35340.16
2025-07-23,4462.38,5990.8899999999985,4460.69,5718.119999999999,1.69,271.09000000000003,0.0,1.6800000000000284,39448.52
2025-07-30,86.74,5822.709999999998,77.11,5568.469999999998,8.15,251.23000000000002,1.48,3.010000000000028,39451.69
2025-08-06,145.88,5702.019999999999,122.04,5436.559999999999,23.58,262.49,0.26,2.9700000000000286,36977.39
2025-08-13,1733.5,6428.499999999998,1730.58,6390.419999999998,2.41,35.83000000000003,0.51,2.2500000000000284,34568.58
2025-08-20,548.58,2514.699999999998,548.33,2478.059999999999,0.19,34.33000000000003,0.06,2.3100000000000285,34576.950000000004
2025-08-27,2795.83,5223.789999999998,2795.58,5196.529999999999,0.24,26.420000000000027,0.01,0.8400000000000284,37061.97
2025-09-03,92.62,5170.529999999998,79.31,5153.799999999999,11.48,14.320000000000029,1.83,2.4100000000000286,37111.49
2025-09-10,160.55,3597.579999999998,158.74,3581.959999999999,0.24,12.150000000000029,1.57,3.4700000000000286,37110.090000000004
2025-09-17,380.69,3429.6899999999982,374.87,3408.499999999999,1.42,13.38000000000003,4.4,7.810000000000029,36988.03
2025-09-24,195.85,829.7099999999982,195.48,808.3999999999991,0.08,13.220000000000029,0.29,8.090000000000028,36158.490000000005
2025-10-01,300.87,1037.9599999999982,298.94,1028.029999999999,0.33,2.0700000000000283,1.6,7.86000000000003,36354.52
2025-10-08,33.29,910.6999999999982,24.33,893.6199999999991,8.58,10.410000000000029,0.38,6.670000000000029,36292.14
2025-10-15,2257.82,2787.829999999998,2257.25,2775.999999999999,0.32,9.310000000000029,0.25,2.5200000000000284,38293.25
2025-10-22,204.89,2796.8699999999985,203.93,2784.449999999999,0.91,10.140000000000029,0.05,2.2800000000000287,38384.92
2025-10-29,372.21,2868.209999999998,353.39,2838.899999999999,18.82,28.63000000000003,0.0,0.6800000000000285,38428.85
2025-11-05,63.51,2898.4299999999985,21.76,2836.329999999999,40.83,60.88000000000003,0.92,1.2200000000000286,38401.85
2025-11-12,2834.5,3475.1099999999983,2828.55,3407.629999999999,5.27,65.83000000000003,0.68,1.6500000000000286,38390.619999999995
2025-11-19,614.44,3884.6599999999985,310.82,3514.5199999999995,303.35,368.27000000000004,0.27,1.8700000000000285,36727.41
2025-11-26,24.07,3536.5199999999986,22.05,3183.179999999999,1.78,351.23,0.24,2.1100000000000287,35669.31
2025-12-03,211.83,3684.8399999999983,202.18,3363.5999999999995,7.95,318.35,1.7,2.8900000000000285,35709.5
2025-12-10,48.98,899.3199999999982,36.59,571.6399999999991,12.33,325.41,0.06,2.2700000000000284,35683.79
2025-12-17,242.58,527.4599999999982,222.98,483.7999999999991,18.18,40.24,1.42,3.4200000000000284,35856.44
2025-12-24,117.03,620.4199999999983,114.11,575.8599999999991,2.92,41.38,0.0,3.180000000000028,35804.17
2025-12-31,258.63,667.2199999999982,177.49,551.1699999999992,81.13,114.56,0.01,1.4900000000000284,35931.369999999995
2026-01-07,103.65,721.8899999999982,1.78,516.3599999999991,101.6,203.82999999999998,0.27,1.7000000000000284,35821.36
2026-01-14,346.44,825.7499999999982,346.38,639.7599999999991,0.05,185.7,0.01,0.29000000000002846,35436.28
2026-01-21,892.62,1601.3399999999983,891.26,1416.909999999999,0.05,182.83,1.31,1.6000000000000285,35838.350000000006
2026-01-28,1931.89,3274.599999999998,1929.3,3168.7199999999993,2.35,104.05,0.24,1.8300000000000285,37644.21
2026-02-04,1185.44,4356.389999999998,1184.48,4351.419999999999,0.6,3.0500000000000003,0.36,1.9200000000000284,35880.7
2026-02-11,91.14,4101.089999999998,80.69,4085.729999999999,10.32,13.32,0.13,2.0400000000000285,35847.009999999995
2026-02-18,2933.07,6141.539999999998,2424.44,5618.909999999999,508.14,521.41,0.49,1.2200000000000284,38182.759999999995
2026-02-25,283.6,4493.249999999998,280.86,3970.4699999999993,2.23,521.29,0.51,1.4900000000000284,38185.72
2026-03-04,169.42,3477.229999999998,115.22,2901.209999999999,53.54,574.2299999999999,0.66,1.7900000000000285,38196.86
2026-03-11,126.48,3512.5699999999983,107.17,2927.689999999999,14.53,578.4399999999999,4.78,6.440000000000029,36019.240000000005
2026-03-18,503.42,1082.9199999999983,502.66,1005.9099999999992,0.71,71.00999999999999,0.05,6.000000000000028,34249.53
2026-03-25,462.96,1262.2799999999982,461.2,1186.249999999999,1.74,70.52,0.02,5.510000000000029,34413.020000000004
2026-04-01,75.38,1168.239999999998,75.16,1146.1899999999991,0.13,17.11,0.09,4.940000000000029,32928.35
2026-04-08,96.75,1138.509999999998,82.56,1121.579999999999,14.15,16.73,0.04,0.20000000000002843,32821.69
2026-04-15,3503.65,4138.739999999998,3490.62,4109.539999999999,11.81,27.83,1.22,1.3700000000000285,35653.47
2026-04-22,250.57,3926.3499999999985,227.45,3875.789999999999,20.89,46.980000000000004,2.23,3.580000000000028,35760.64
2026-04-29,376.12,4227.089999999998,371.76,4172.3899999999985,4.03,50.879999999999995,0.33,3.8200000000000283,35747.990000000005
2026-05-06,187.66,4317.999999999998,122.77,4212.5999999999985,64.08,100.81,0.81,4.590000000000028,35866.35
2026-05-13,993.66,1808.0099999999982,990.09,1712.0699999999993,3.35,92.34999999999998,0.22,3.5900000000000287,36557.94
2026-05-20,333.18,1890.6199999999983,327.75,1812.369999999999,5.11,76.57,0.32,1.6800000000000281,36357.93
2026-05-27,539.47,2053.9699999999984,534.56,1975.1699999999992,4.87,77.40999999999998,0.04,1.390000000000028,36771.11
2026-06-03,351.77,2218.079999999998,334.88,2187.279999999999,16.88,30.209999999999987,0.01,0.5900000000000281,36948.36
2026-06-10,23.37,1247.7899999999981,21.9,1219.089999999999,1.2,28.059999999999985,0.27,0.6400000000000281,36955.64
2026-06-17,903.97,1818.579999999998,210.33,1101.6699999999992,692.72,715.67,0.92,1.240000000000028,36505.77
2026-06-24,2606.62,3885.7299999999977,2592.48,3159.5899999999992,13.9,724.6999999999999,0.24,1.440000000000028,38988.08
2026-07-01,189.95,3723.9099999999976,185.04,3009.749999999999,3.0,710.8199999999999,1.91,3.340000000000028,38923.10999999999
2026-07-08,347.67,4048.2099999999978,225.86,3213.709999999999,121.02,830.6399999999999,0.79,3.860000000000028,39004.21
2026-07-15,891.17,4035.4099999999976,887.92,3891.2999999999993,1.95,139.8699999999999,1.3,4.240000000000028,38888.36
2026-07-22,6238.27,7667.059999999998,6220.51,7519.33,17.76,143.72999999999988,0.0,4.0000000000000275,40664.25
2026-07-29,69.05,7546.159999999998,66.4,7400.69,2.08,142.8099999999999,0.57,2.660000000000028,40646.56
2026-08-05,179.07,7377.559999999998,159.55,7334.38,19.52,41.30999999999989,0.0,1.870000000000028,40679.75
2026-08-12,160.12,6646.5099999999975,155.93,6602.39,0.01,39.369999999999884,4.18,4.7500000000000275,39106.37
2026-08-19,718.33,1126.5699999999974,708.22,1090.1,8.45,30.05999999999989,1.66,6.410000000000028,39276.12
2026-08-26,4397.21,5454.729999999998,4394.95,5418.65,0.22,28.19999999999989,2.04,7.880000000000027,40877.50000000001
