tarih,f_ticari_tl,f_tuketici,f_ihtiyac,f_konut,f_mevduat_tl,f_mevduat_3a,makas,marjinal,politika_h,kredi_marj,mevduat_marj,beta_ticari_tl,r2_ticari_tl,beta_mevduat_tl,r2_mevduat_tl
2019-10-18,16.25,17.11,18.26,13.14,13.63,14.04,2.619999999999999,16.169999999999998,16.5,0.08000000000000185,2.5399999999999974,-0.10987458237838679,0.000968666533490592,0.2973642273437765,0.1385502365193495
2019-10-25,14.81,17.12,18.36,13.1,12.9,13.59,1.9100000000000001,15.629999999999999,14.0,-0.8199999999999985,2.7299999999999986,-0.049705229046053165,0.00022464849807402043,0.3016825044753669,0.1424508589308402
2019-11-01,15.21,16.86,17.78,13.04,12.25,12.74,2.960000000000001,13.844999999999999,14.0,1.365000000000002,1.5949999999999989,-0.11832069428563256,0.0015206971937166136,0.3044117865817398,0.16686717418953856
2019-11-08,14.5,16.37,17.15,13.01,11.93,12.38,2.5700000000000003,13.818000000000001,14.0,0.6819999999999986,1.8880000000000017,-0.12179711570879445,0.0016098416075187583,0.3004938697208386,0.16457456127945835
2019-11-15,12.72,16.25,17.03,12.97,11.73,12.24,0.9900000000000002,13.73,14.0,-1.0099999999999998,2.0,-0.08518902381625706,0.0008949065271586232,0.3031922560941227,0.16839682949388501
2019-11-22,13.96,15.91,16.58,12.92,11.62,12.22,2.3400000000000016,13.646,14.0,0.31400000000000006,2.0260000000000016,-0.10983122606182588,0.001591321162366044,0.3016356211864512,0.16744576148739032
2019-11-29,13.54,15.74,16.39,12.88,11.35,11.75,2.1899999999999995,13.674000000000001,14.0,-0.13400000000000212,2.3240000000000016,-0.10202039900599802,0.0013826009618675972,0.2996039909045033,0.16565485022943005
2019-12-06,14.06,15.78,16.48,12.78,11.17,11.73,2.8900000000000006,13.716,14.0,0.3440000000000012,2.5459999999999994,-0.10185034152497414,0.001380739705845735,0.30626368309914576,0.18189315735892397
2019-12-13,13.86,15.67,16.38,12.68,10.77,11.47,3.09,13.591999999999999,12.0,0.2680000000000007,2.821999999999999,-0.10069852994278884,0.0013479956786668357,0.30262677405532096,0.17964288394611205
2019-12-20,13.65,15.24,15.84,12.64,10.24,10.76,3.41,11.894,12.0,1.7560000000000002,1.654,-0.09033224613954774,0.001182032243522868,0.29339058959751196,0.18286139847717475
2019-12-27,12.62,14.69,15.23,12.64,10.1,10.53,2.5199999999999996,10.95322,12.0,1.6667799999999993,0.8532200000000003,-0.06701005780431801,0.0006589966189957108,0.28182541784700027,0.17474729280046553
2020-01-03,13.0,14.77,15.18,12.57,9.88,10.46,3.119999999999999,11.42,12.0,1.58,1.5399999999999991,-0.055106707931942875,0.0004529240802145784,0.2827701917773782,0.1834883137353821
2020-01-10,11.71,14.9,15.46,12.0,9.81,10.33,1.9000000000000004,11.592,12.0,0.11800000000000033,1.782,-0.05880625384678278,0.0005202883560821991,0.28445065921789536,0.18618487911202963
2020-01-17,11.92,14.71,15.39,11.73,9.6,10.33,2.3200000000000003,11.414,11.25,0.5060000000000002,1.814,-0.06735593451970388,0.0006849066072789345,0.2877664668359275,0.19179492493440276
2020-01-24,11.52,14.47,15.13,11.61,9.44,9.95,2.08,10.825999999999999,11.25,0.6940000000000008,1.3859999999999992,-0.04836191169109795,0.00036021323541401973,0.28712960447887403,0.19125881294844826
2020-01-31,11.14,14.18,14.79,11.5,9.45,9.93,1.6900000000000013,10.906,11.25,0.23399999999999999,1.4560000000000013,-0.04979060780150888,0.0003825213748988032,0.29010671286412026,0.1950252142964216
2020-02-07,11.25,14.01,14.56,11.54,9.22,9.8,2.0299999999999994,10.972,11.25,0.27800000000000047,1.751999999999999,-0.04459347937868796,0.00030704718437024603,0.28860097006533675,0.19341441523908853
2020-02-14,11.26,14.04,14.63,11.46,9.35,9.92,1.9100000000000001,10.958,11.25,0.3019999999999996,1.6080000000000005,-0.019686382383570275,6.207512325306919e-05,0.29269062935272083,0.1973400155215359
2020-02-21,10.97,13.68,14.14,11.38,9.24,9.87,1.7300000000000004,10.866,10.75,0.10400000000000098,1.6259999999999994,-0.038448889195641996,0.0002422128056088768,0.2913470647404748,0.19615881142139313
2020-02-28,11.46,13.61,14.1,11.32,9.34,9.92,2.120000000000001,10.552,10.75,0.9080000000000013,1.2119999999999997,-0.04193159222215275,0.0002866544134482174,0.29180733774569273,0.19492886279288835
2020-03-06,11.78,13.89,14.5,11.45,9.28,10.09,2.5,10.532,10.75,1.2479999999999993,1.2520000000000007,-0.03863831336998355,0.00024292497155598003,0.29310619105310104,0.19629962141266222
2020-03-13,11.82,13.87,14.46,11.39,9.36,10.02,2.460000000000001,10.548,10.75,1.2720000000000002,1.1880000000000006,-0.02021218642830503,6.766734640795136e-05,0.291513209407423,0.19634507601705253
2020-03-20,11.85,13.97,14.6,11.36,9.36,10.0,2.49,10.362,9.75,1.4879999999999995,1.0020000000000007,-0.04048271584906965,0.0002790127031306877,0.29149788671572974,0.19552056070236912
2020-03-27,12.11,14.43,15.35,11.41,9.43,10.23,2.6799999999999997,9.372,9.75,2.7379999999999995,-0.05799999999999983,-0.11210506797395978,0.0021105542895527574,0.2726594679256062,0.16902389426107944
2020-04-03,12.31,15.17,16.1,11.68,9.27,10.29,3.040000000000001,9.23,9.75,3.08,-0.03999999999999915,-0.16096218659160594,0.004235153876620323,0.27859729068966327,0.170439958560467
2020-04-10,11.1,14.95,15.75,11.79,9.38,10.17,1.7199999999999989,9.193999999999999,9.75,1.9060000000000006,-0.18600000000000172,-0.18058815636862727,0.005239525284449487,0.29159699612070156,0.18399215208731512
2020-04-17,10.64,9.69,9.45,11.93,9.35,10.23,1.290000000000001,9.024000000000001,9.75,1.6159999999999997,-0.32599999999999874,-0.1688011479796621,0.004693746245736374,0.30184519834278095,0.23973447865988218
2020-04-24,9.41,8.45,8.27,11.49,8.76,9.54,0.6500000000000004,9.05,8.75,0.35999999999999943,0.2900000000000009,-0.14905672354708258,0.004130538456908472,0.2935441853342526,0.22914362084338757
2020-05-01,9.68,9.21,8.99,11.38,8.2,8.82,1.4800000000000004,8.61,8.75,1.0700000000000003,0.41000000000000014,-0.20820132254052837,0.009877203475310736,0.29109171633242126,0.22728120655242412
2020-05-08,9.72,10.23,10.08,11.29,7.69,8.44,2.0300000000000002,8.366,8.75,1.354000000000001,0.6759999999999993,-0.21308912418963818,0.010295018021034275,0.2797362704025765,0.22587859868956872
2020-05-15,9.69,10.88,10.79,11.24,7.58,8.2,2.1099999999999994,8.346,8.75,1.3439999999999994,0.766,-0.16002932389229732,0.005443117359545058,0.27735888066853054,0.21004312543788817
2020-05-22,10.1,11.25,11.24,11.13,7.45,8.03,2.6499999999999995,8.245000000000001,8.25,1.8549999999999986,0.7950000000000008,-0.16062075796360295,0.00592942773597982,0.2766357893678985,0.21920137421274055
2020-05-29,9.52,11.84,11.94,11.13,7.35,8.04,2.17,8.0,8.25,1.5199999999999996,0.6500000000000004,-0.18043024433211285,0.007436923219289904,0.28731432183839695,0.23549358081682636
2020-06-05,9.9,11.88,12.21,9.98,7.35,8.15,2.5500000000000007,7.754,8.25,2.146000000000001,0.4039999999999999,-0.19414241814667665,0.008697641530222122,0.2944954718733595,0.25183725947590363
2020-06-12,10.06,11.46,12.65,9.16,7.4,8.06,2.66,7.7,8.25,2.3600000000000003,0.2999999999999998,-0.1904106401600672,0.008328398843602591,0.28004463414151864,0.28036867309997304
2020-06-19,9.9,11.25,12.93,9.06,7.41,8.19,2.49,7.65,8.25,2.25,0.2400000000000002,-0.18760201749803598,0.008101420464516895,0.2823092712368336,0.28197446780829316
2020-06-26,9.71,11.0,12.87,9.01,7.37,8.08,2.3400000000000007,7.552,8.25,2.1580000000000013,0.1819999999999995,-0.19254282191518604,0.008526153527825708,0.2791043473798096,0.2809122942477824
2020-07-03,10.34,10.68,11.98,9.05,7.37,8.07,2.9699999999999998,7.603999999999999,8.25,2.7360000000000007,0.2339999999999991,-0.16744081795496388,0.006430440133838311,0.2880986591006699,0.3008978464557619
2020-07-10,10.31,11.1,12.77,9.09,7.37,8.18,2.9400000000000004,7.5920000000000005,8.25,2.718,0.22200000000000042,-0.15738120785880344,0.0056866890578493035,0.293626502929033,0.30935083393318275
2020-07-17,9.17,11.2,12.65,9.14,7.35,8.17,1.8200000000000003,7.41,8.25,1.7599999999999998,0.0600000000000005,-0.14748152230394498,0.005004627271407935,0.294527300987666,0.3077345500490144
2020-07-24,10.46,11.28,12.96,9.07,7.39,8.21,3.070000000000001,7.492,8.25,2.968000000000001,0.10200000000000031,-0.15071138902116898,0.0060728295560017465,0.2881904675106493,0.3984297503050721
2020-07-31,10.67,10.77,11.48,9.22,7.24,8.16,3.4299999999999997,7.6775,8.25,2.9924999999999997,0.4375,0.28363245595520076,0.013679289601112754,0.24096489218361714,0.22073749580662283
2020-08-07,11.83,12.0,13.41,9.38,7.79,8.7,4.04,7.865,8.25,3.965,0.07500000000000018,0.31183476819740813,0.01651751271741486,0.2585073152183983,0.22495881467625334
2020-08-14,13.52,13.74,16.93,9.99,8.79,10.06,4.73,8.706,8.25,4.814,-0.08399999999999963,0.4720354633955859,0.05753176428511275,0.32522956116491725,0.292421935842875
2020-08-21,13.65,15.26,17.74,11.66,9.57,10.93,4.08,9.362,8.25,4.288,-0.20800000000000018,0.40376469805276016,0.0742409263802184,0.36315118652279427,0.32978731384416604
2020-08-28,12.18,16.57,18.06,13.31,9.75,11.44,2.4299999999999997,9.806000000000001,8.25,2.3739999999999988,0.05600000000000094,0.3449169461835231,0.05278293155229408,0.3720762320247873,0.3550608739846002
2020-09-04,14.32,16.94,18.12,13.8,9.93,11.76,4.390000000000001,10.15,8.25,4.17,0.22000000000000064,0.40768199979410263,0.06588602001416732,0.3795739583911036,0.3730279599544235
2020-09-11,13.52,16.99,18.25,13.88,10.19,11.58,3.33,10.196000000000002,8.25,3.323999999999998,0.006000000000002004,0.3787163300574824,0.05844236782034351,0.3718460871136266,0.3921603893707454
2020-09-18,14.3,17.31,18.64,14.14,10.35,11.93,3.950000000000001,10.354000000000001,8.25,3.9459999999999997,0.004000000000001336,0.3496241987431864,0.031530402920815326,0.3962002879984666,0.3131081317330442
2020-09-25,14.91,17.85,18.95,14.8,10.68,11.85,4.23,10.687999999999999,10.25,4.222000000000001,0.007999999999999119,0.3547270286162637,0.03678472059023541,0.4056942648459476,0.3242998831815944
2020-10-02,15.37,18.22,19.3,14.97,10.87,12.25,4.5,11.142,10.25,4.228,0.27200000000000024,0.354047211110825,0.039621315100752175,0.4150330676633975,0.3751018201616507
2020-10-09,15.26,18.34,19.34,15.04,10.84,12.18,4.42,11.5,10.25,3.76,0.6600000000000001,0.34181870815400234,0.039860592165140485,0.40829513065122575,0.37045710209747473
2020-10-16,13.84,18.4,19.42,15.1,10.96,12.09,2.879999999999999,12.104,10.25,1.7360000000000007,1.1439999999999984,0.24149052278096636,0.0199357138903683,0.401944621192906,0.3720350083238736
2020-10-23,15.75,18.61,19.76,15.04,11.19,12.42,4.5600000000000005,12.602,10.25,3.1479999999999997,1.4120000000000008,0.27517069326022203,0.024876943206745494,0.3839640981528328,0.3719053872800674
2020-10-30,15.94,18.7,19.69,15.18,11.34,12.5,4.6,13.067499999999999,10.25,2.8725000000000005,1.7274999999999991,0.44777962496139234,0.050209650067250644,0.3921409838391895,0.3195325674056506
2020-11-06,16.87,19.15,20.32,15.57,11.87,13.3,5.000000000000002,13.913999999999998,10.25,2.956000000000003,2.0439999999999987,0.4923005866040786,0.06518424106102882,0.40970713409796605,0.36096998130433866
2020-11-13,16.95,19.8,20.92,15.5,12.28,13.19,4.67,14.374,10.25,2.5759999999999987,2.094000000000001,0.4652958939922454,0.06567559316442895,0.41826210397475105,0.3736428735198928
2020-11-20,17.25,19.97,21.23,15.53,13.58,14.09,3.67,14.798000000000002,15.0,2.451999999999998,1.2180000000000017,0.4792384743465708,0.0737732349814485,0.46255040370423867,0.34354563015268713
2020-11-27,17.63,20.54,21.86,16.1,14.59,15.47,3.039999999999999,14.978,15.0,2.6519999999999992,0.3879999999999999,0.483127409077166,0.07551461364113865,0.4766163167937206,0.3229393949570173
2020-12-04,18.77,21.39,22.32,17.49,14.51,15.38,4.26,14.99,15.0,3.7799999999999994,0.4800000000000004,0.48102833457827576,0.07267889809957362,0.477226438032709,0.3255568669275911
2020-12-11,18.26,21.87,22.85,17.88,14.95,16.12,3.3100000000000023,15.0,15.0,3.2600000000000016,0.05000000000000071,0.47871904470997156,0.07120690992701051,0.47059504125802665,0.3198983809891677
2020-12-18,19.09,22.26,22.92,18.71,15.04,15.98,4.050000000000001,15.0,15.0,4.09,-0.03999999999999915,0.6071700070458793,0.0785480927414236,0.5215920729905139,0.28920947764290317
2020-12-25,19.7,22.14,22.95,18.69,15.88,16.73,3.8199999999999985,15.1,17.0,4.6,-0.7800000000000011,0.5175854787642672,0.05034026603359709,0.5742037747414304,0.2780032555470705
2021-01-01,19.62,21.95,22.88,18.61,16.96,18.18,2.66,16.525000000000002,17.0,3.094999999999999,-0.4349999999999987,0.3548625882730546,0.03027008318818125,0.6358295392627172,0.39125675941892846
2021-01-08,20.87,22.53,23.09,18.61,16.22,17.54,4.650000000000002,17.0,17.0,3.870000000000001,0.7800000000000011,0.41547096270394007,0.043443318000917164,0.5841264727684451,0.3078035692078007
2021-01-15,19.84,22.33,22.94,18.4,16.12,17.15,3.719999999999999,17.0,17.0,2.84,0.879999999999999,0.437568392135028,0.04562119415249932,0.5800959045501507,0.30301728487942736
2021-01-22,20.42,22.04,22.72,18.19,16.08,17.19,4.340000000000003,17.0,17.0,3.4200000000000017,0.9200000000000017,0.4050588245391377,0.03679493966968739,0.5935201215479889,0.2991600082801056
2021-01-29,19.99,21.73,22.46,18.13,16.42,17.57,3.5699999999999967,17.0,17.0,2.9899999999999984,0.5799999999999983,0.41134923210698154,0.037944317105900294,0.5883838227354827,0.29350030004237515
2021-02-05,20.26,21.73,22.38,18.12,16.27,17.49,3.990000000000002,17.0,17.0,3.2600000000000016,0.7300000000000004,0.4086757610079752,0.037503684584472174,0.5895396925860705,0.296942830241714
2021-02-12,19.9,21.6,22.27,18.04,16.22,17.4,3.6799999999999997,17.0,17.0,2.8999999999999986,0.7800000000000011,0.41456962046615786,0.03826800280470244,0.5927400893281585,0.2988243254406274
2021-02-19,19.73,21.76,22.48,17.93,16.14,17.18,3.59,17.0,17.0,2.7300000000000004,0.8599999999999994,0.4084304835505052,0.037097265368096655,0.5916118736151686,0.2969199651365446
2021-02-26,19.32,21.81,22.55,17.85,16.24,17.08,3.080000000000002,17.006,17.0,2.314,0.7660000000000018,0.4489374979069848,0.04341910947749883,0.6051113377383572,0.30294036865257246
2021-03-05,20.11,21.62,22.42,17.76,16.22,17.32,3.8900000000000006,17.0,17.0,3.1099999999999994,0.7800000000000011,0.4406912168109184,0.04133382892077153,0.604305674743803,0.3024662137466637
2021-03-12,19.89,21.4,22.28,17.66,16.46,17.39,3.4299999999999997,17.0,17.0,2.8900000000000006,0.5399999999999991,0.445381113097358,0.04207460949227815,0.6012441305862662,0.2992838949092923
2021-03-19,20.45,21.43,22.32,17.64,16.8,17.43,3.6499999999999986,17.128,19.0,3.321999999999999,0.3279999999999994,0.445853030485441,0.0413875324849593,0.603487424063902,0.29653546341330694
2021-03-26,21.06,22.45,23.55,17.88,17.77,18.51,3.289999999999999,18.574,19.0,2.485999999999997,0.804000000000002,0.5170506250409295,0.05828221051294169,0.706929512172263,0.39714895181942256
2021-04-02,21.78,22.72,23.74,18.18,17.87,19.08,3.91,19.0,19.0,2.780000000000001,1.129999999999999,0.5398784891846428,0.06257995145399142,0.694690635288421,0.3853354014500826
2021-04-09,21.63,23.23,24.21,18.22,17.7,18.86,3.9299999999999997,19.0,19.0,2.629999999999999,1.3000000000000007,0.5060010882728071,0.05808024368526721,0.703247492510492,0.38938049223785975
2021-04-16,19.68,23.15,24.18,18.1,17.74,18.73,1.9400000000000013,19.0,19.0,0.6799999999999997,1.2600000000000016,0.5372899633269734,0.05709921285446451,0.7060951805145421,0.38833109780022124
2021-04-23,21.49,23.18,24.05,18.11,17.68,18.65,3.8099999999999987,19.0,19.0,2.4899999999999984,1.3200000000000003,0.45934791862226787,0.041178962536443264,0.6935668196582088,0.398078322955265
2021-04-30,21.14,22.79,23.72,18.06,17.93,18.88,3.210000000000001,19.0,19.0,2.1400000000000006,1.0700000000000003,0.5054326864844882,0.04684541366181749,0.6591916312009406,0.3640840083152722
2021-05-07,21.78,23.44,24.03,18.03,17.88,18.84,3.900000000000002,19.0,19.0,2.780000000000001,1.120000000000001,0.4921562725565397,0.043205254210431754,0.6347247048072314,0.34850678824905523
2021-05-14,21.23,23.42,23.7,17.67,17.9,18.74,3.330000000000002,19.0,19.0,2.2300000000000004,1.1000000000000014,0.508325731933989,0.04536460313432522,0.6305411584613925,0.34636320179817426
2021-05-21,21.77,22.84,23.42,17.85,17.87,18.68,3.8999999999999986,19.0,19.0,2.7699999999999996,1.129999999999999,0.5111724488708242,0.045430118981369505,0.6272659809754729,0.3426103962889051
2021-05-28,21.35,22.41,23.5,17.79,17.92,18.89,3.4299999999999997,19.0,19.0,2.3500000000000014,1.0799999999999983,0.4877487971094005,0.04057685193221827,0.6267306736170285,0.3365201077929405
2021-06-04,21.52,22.38,23.52,17.88,17.88,18.93,3.6400000000000006,19.0,19.0,2.5199999999999996,1.120000000000001,0.5143955254734581,0.043971100276742336,0.6369044687632367,0.33759095333515177
2021-06-11,21.02,22.3,23.31,17.91,17.87,18.78,3.1499999999999986,19.0,19.0,2.0199999999999996,1.129999999999999,0.5394837815466759,0.04750139347543125,0.6404294148228563,0.3388741922353331
2021-06-18,21.63,22.3,23.29,17.81,17.85,18.78,3.7799999999999976,19.0,19.0,2.629999999999999,1.1499999999999986,0.5110198564611311,0.0424401618230984,0.6424849037180403,0.3391338909902325
2021-06-25,21.6,22.39,23.36,18.0,18.08,18.91,3.520000000000003,19.0,19.0,2.6000000000000014,0.9200000000000017,0.5028970690692487,0.0408647609964512,0.6343332037775898,0.3303371609505361
2021-07-02,21.62,22.31,23.3,17.96,17.89,18.94,3.7300000000000004,19.0,19.0,2.620000000000001,1.1099999999999994,0.5198327134561069,0.04395551459438718,0.6408599980426933,0.333149076334478
2021-07-09,21.46,22.37,23.32,17.97,17.81,18.93,3.650000000000002,19.0,19.0,2.460000000000001,1.1900000000000013,0.5245154447144228,0.04461441521866616,0.643928380314005,0.33431847132850856
2021-07-16,20.58,22.24,22.96,17.96,17.98,18.94,2.599999999999998,19.0,19.0,1.5799999999999983,1.0199999999999996,0.4833225284567983,0.03781737587554124,0.6423525951561257,0.3285649909287649
2021-07-23,20.4,21.6,22.14,17.84,17.5,18.08,2.8999999999999986,19.0,19.0,1.3999999999999986,1.5,0.5206814480142558,0.04537956300910584,0.6606796504672388,0.3300327670742178
2021-07-30,21.25,22.24,22.98,17.94,18.25,19.11,3.0,19.0,19.0,2.25,0.75,0.4928888075668469,0.04050126481255523,0.6335828068749843,0.2992971642554202
2021-08-06,21.58,22.25,23.14,17.88,17.79,18.9,3.789999999999999,19.0,19.0,2.5799999999999983,1.2100000000000009,0.48889930341346166,0.04119193705850244,0.6539921470090607,0.3091735416182403
2021-08-13,21.56,22.09,23.03,17.89,18.03,18.95,3.5299999999999976,19.0,19.0,2.5599999999999987,0.9699999999999989,0.35768209369032633,0.022166839790398907,0.6026579160828861,0.2680500749265058
2021-08-20,21.5,22.06,22.99,17.88,17.98,18.89,3.5199999999999996,19.0,19.0,2.5,1.0199999999999996,0.3785511737907032,0.024017931855223607,0.578510230908655,0.24972711726373598
2021-08-27,20.72,22.03,23.03,17.8,18.04,18.9,2.6799999999999997,19.0,19.0,1.7199999999999989,0.9600000000000009,0.4899116251573483,0.04222945933444433,0.5847256853606289,0.2531119138646728
2021-09-03,21.62,22.41,23.24,17.88,18.03,19.01,3.59,19.0,19.0,2.620000000000001,0.9699999999999989,0.4044892118447428,0.03230319162973949,0.5892149549155635,0.2561091521175123
2021-09-10,21.21,22.3,23.3,17.9,18.13,19.07,3.080000000000002,19.0,19.0,2.210000000000001,0.870000000000001,0.399360921812893,0.03224403676882337,0.5918195994014129,0.25930083536615356
2021-09-17,21.26,22.16,23.1,17.89,18.14,19.1,3.120000000000001,19.0,19.0,2.2600000000000016,0.8599999999999994,0.4012218500182292,0.033199041624975,0.5931173393574933,0.2610687975950071
2021-09-24,21.2,22.38,23.49,17.91,17.86,18.96,3.34,18.946,18.0,2.253999999999998,1.086000000000002,0.3923614163880823,0.03208578329331169,0.6020391496630645,0.26468111676348394
2021-10-01,20.95,22.15,23.34,17.83,17.47,18.47,3.4800000000000004,18.248,18.0,2.701999999999998,0.7780000000000022,0.38558855673426146,0.03444009019435901,0.610162518495216,0.29195110500922294
2021-10-08,21.01,22.23,23.37,17.89,17.32,18.18,3.6900000000000013,18.0,18.0,3.0100000000000016,0.6799999999999997,0.39083127132266315,0.03597129855932457,0.6235367014219978,0.3074070638939139
2021-10-15,20.17,22.2,23.35,17.9,17.38,18.2,2.7900000000000027,18.0,18.0,2.1700000000000017,0.620000000000001,0.5472002634649918,0.07193655269187749,0.647907985151684,0.320041547721026
2021-10-22,20.25,22.24,23.35,17.95,16.68,17.89,3.5700000000000003,17.881999999999998,16.0,2.368000000000002,1.2019999999999982,0.43878604654597997,0.05224957800401564,0.6823129302648435,0.32251157099416494
2021-10-29,19.38,22.25,23.28,17.53,15.73,16.27,3.6499999999999986,16.5325,16.0,2.8475,0.8024999999999984,0.49933161017018823,0.0859459550596795,0.7044884920011638,0.4031339349276315
2021-11-05,19.5,22.12,23.5,17.23,15.52,16.36,3.9800000000000004,16.0,16.0,3.5,0.4800000000000004,0.4220462080169619,0.061195867397489834,0.7058929945737279,0.39501146255394937
2021-11-12,19.33,21.92,23.42,17.14,15.64,16.32,3.6899999999999977,16.0,16.0,3.3299999999999983,0.35999999999999943,0.43148571577423545,0.0623207135752476,0.7030425734288325,0.3872195460505431
2021-11-19,19.25,21.93,23.27,17.08,15.29,16.29,3.960000000000001,15.912,15.0,3.337999999999999,0.6220000000000017,0.42789591975367763,0.06022537348558388,0.6547139259590936,0.3869423251736398
2021-11-26,18.88,21.99,23.57,16.94,15.03,15.84,3.8499999999999996,15.203999999999999,15.0,3.676,0.1739999999999995,0.4305540394622227,0.06500016439832823,0.6178679958703208,0.41451791599799825
2021-12-03,19.47,22.45,24.52,17.03,14.99,15.99,4.479999999999999,15.006,15.0,4.463999999999999,0.016000000000000014,0.4122202141314999,0.06252991582616096,0.6160550587922535,0.4145429047896474
2021-12-10,19.63,23.17,25.26,17.17,15.2,16.3,4.43,15.0,15.0,4.629999999999999,-0.1999999999999993,0.4127836258114882,0.06348536335646326,0.615350634496846,0.4222709941137791
2021-12-17,20.91,23.5,25.18,17.27,15.32,16.41,5.59,14.957999999999998,14.0,5.952000000000002,-0.3620000000000019,0.4059666619665609,0.05882041511927538,0.6145945958914085,0.42096575427739436
2021-12-24,23.56,25.51,28.21,17.59,17.09,17.73,6.469999999999999,14.206,14.0,9.354,-2.8840000000000003,0.14041458812014534,0.00581111327441497,0.40697652233378573,0.14687475243086623
2021-12-31,24.36,26.14,29.55,17.48,19.53,20.77,4.829999999999998,14.0,14.0,10.36,-5.530000000000001,0.2058848515121378,0.009186331599655317,0.23256377510808304,0.023917659894956866
2022-01-07,25.77,28.1,31.69,18.58,17.88,19.82,7.890000000000001,14.0,14.0,11.77,-3.879999999999999,0.12439436355933624,0.0031610133850845656,0.29761875913485275,0.03227164702039731
2022-01-14,24.53,29.07,32.2,18.28,17.72,19.41,6.810000000000002,14.0,14.0,10.530000000000001,-3.719999999999999,0.12235610139253034,0.0030050412998438025,0.29703639851576547,0.03210737277715303
2022-01-21,23.84,28.71,31.42,18.18,17.52,19.0,6.32,14.0,14.0,9.84,-3.5199999999999996,0.11002946828851408,0.002402655805960663,0.29548343686486556,0.03167990465477222
2022-01-28,22.66,28.94,31.5,17.94,17.55,18.84,5.109999999999999,14.0,14.0,8.66,-3.5500000000000007,0.10274996054992162,0.0020083932878118826,0.2924745736662474,0.031227445819276167
2022-02-04,22.74,28.05,30.74,17.52,17.33,18.8,5.41,14.0,14.0,8.739999999999998,-3.3299999999999983,0.10090581858947824,0.0019399079160634658,0.291795152943979,0.031027558372877184
2022-02-11,21.49,27.87,30.56,18.02,16.91,18.42,4.579999999999998,14.0,14.0,7.489999999999998,-2.91,0.09226746940634885,0.0015474533371363508,0.2882039291262735,0.029926619072239147
2022-02-18,20.75,26.81,29.24,17.87,16.74,17.99,4.010000000000002,14.0,14.0,6.75,-2.7399999999999984,0.08673504352501839,0.0013449338941853295,0.2873303881976419,0.029700953012911757
2022-02-25,20.7,26.67,28.92,17.78,16.19,17.23,4.509999999999998,14.0,14.0,6.699999999999999,-2.1900000000000013,0.09068098169025897,0.0014780107392771136,0.2809540260301704,0.027888539584024707
2022-03-04,21.0,26.4,28.9,17.77,15.84,17.17,5.16,14.0,14.0,7.0,-1.8399999999999999,0.08668562230305189,0.0013720632372777875,0.2777007308940783,0.02705741565255948
2022-03-11,20.34,26.58,28.99,17.7,15.65,17.17,4.6899999999999995,14.0,14.0,6.34,-1.6500000000000004,0.08241492603170296,0.0012252002168103848,0.2735270959016237,0.0262988738904969
2022-03-18,20.69,26.66,29.2,18.27,15.41,17.14,5.280000000000001,14.0,14.0,6.690000000000001,-1.4100000000000001,0.06878075902695115,0.0008537150501822799,0.2613839409153205,0.024005675538685378
2022-03-25,20.9,25.93,28.54,18.13,15.6,17.06,5.299999999999999,14.0,14.0,6.899999999999999,-1.5999999999999996,-0.13968961864328738,0.0021701515252157133,0.00985030473124236,2.2056629553790508e-05
2022-04-01,20.95,25.64,28.04,17.96,15.95,17.33,5.0,14.0,14.0,6.949999999999999,-1.9499999999999993,-0.26180107999725977,0.007190612963742127,-0.00024059737363424233,1.2110000668918985e-08
2022-04-08,20.66,25.42,27.91,18.09,15.51,16.97,5.15,14.0,14.0,6.66,-1.5099999999999998,-0.26582252607043105,0.007400052624488174,-0.007996243371894906,1.3257472492478328e-05
2022-04-15,20.35,25.14,27.21,18.25,15.67,17.09,4.6800000000000015,14.0,14.0,6.350000000000001,-1.67,-0.21871415778469894,0.005664811817937876,-0.004549289594890132,4.282198368232848e-06
2022-04-22,20.65,25.2,27.3,18.42,15.68,16.98,4.969999999999999,14.0,14.0,6.649999999999999,-1.6799999999999997,-0.2620883261453423,0.009169570784352099,-0.00253856655830413,1.3332254826803336e-06
2022-04-29,21.92,25.68,28.2,18.47,15.65,17.05,6.270000000000001,14.004,14.0,7.916000000000002,-1.6460000000000008,-0.21400461464182,0.00577160738746485,-0.01056243659594382,2.3207828139359954e-05
2022-05-06,21.77,27.08,28.38,18.33,15.37,16.93,6.4,14.0,14.0,7.77,-1.3699999999999992,-0.23654781411734876,0.007151068269010685,-0.016889222663168255,5.912268352781247e-05
2022-05-13,22.98,26.13,28.09,18.55,15.46,17.07,7.52,14.0,14.0,8.98,-1.4600000000000009,-0.18599297533621242,0.004242452080373327,-0.014878518848009392,4.584248399874813e-05
2022-05-20,23.23,26.31,28.47,18.4,15.47,16.83,7.76,14.0,14.0,9.23,-1.4700000000000006,-0.1943230339990133,0.00466708619075884,-0.01372954523934723,3.902855941118055e-05
2022-05-27,23.62,26.43,29.51,18.4,15.79,17.13,7.830000000000002,14.0,14.0,9.620000000000001,-1.7899999999999991,-0.171056318423604,0.003627428111446007,-0.005973973380877549,7.333208566384641e-06
2022-06-03,23.91,26.63,30.32,18.25,15.79,17.59,8.120000000000001,14.0,14.0,9.91,-1.7899999999999991,-0.16760939759761748,0.003476986693910167,-0.0048249997722152865,4.783196069335638e-06
