dt,PY_P06_ON,PY_P03_ON,PY_P04_ON,PY_P05_ON,UNIXTIME
1993-12-20,70.99,2376.4,70.75,71.0,"{""numberLong"":""756342000""}"
1993-12-21,68.0,1595.6,68.0,68.0,"{""numberLong"":""756428400""}"
1993-12-22,68.0,4624.4,68.0,68.0,"{""numberLong"":""756514800""}"
1993-12-23,68.0,5738.0,68.0,68.0,"{""numberLong"":""756601200""}"
1993-12-24,68.0,5334.6,68.0,68.0,"{""numberLong"":""756687600""}"
1993-12-27,68.0,2959.6,68.0,68.0,"{""numberLong"":""756946800""}"
1993-12-28,68.0,6804.6,68.0,68.0,"{""numberLong"":""757033200""}"
1993-12-29,68.0,7576.2,68.0,68.0,"{""numberLong"":""757119600""}"
1993-12-30,64.66,10568.0,60.0,70.0,"{""numberLong"":""757206000""}"
1993-12-31,68.51,9415.6,64.0,70.0,"{""numberLong"":""757292400""}"
1994-01-03,67.03,28429.4,62.0,70.0,"{""numberLong"":""757551600""}"
1994-01-04,67.88,28669.2,62.0,70.0,"{""numberLong"":""757638000""}"
1994-01-05,69.95,29501.8,68.0,70.0,"{""numberLong"":""757724400""}"
1994-01-06,69.86,29429.2,66.0,70.0,"{""numberLong"":""757810800""}"
1994-01-07,67.91,20536.0,60.0,70.0,"{""numberLong"":""757897200""}"
1994-01-10,69.58,12601.8,66.0,70.0,"{""numberLong"":""758156400""}"
1994-01-11,69.42,16603.6,65.0,70.0,"{""numberLong"":""758242800""}"
1994-01-12,69.45,17122.4,67.0,70.0,"{""numberLong"":""758329200""}"
1994-01-13,69.53,18418.8,68.0,70.0,"{""numberLong"":""758415600""}"
1994-01-14,66.41,20672.8,60.0,70.0,"{""numberLong"":""758502000""}"
1994-01-17,69.56,14263.8,66.0,70.0,"{""numberLong"":""758761200""}"
1994-01-18,69.16,9848.8,68.0,70.0,"{""numberLong"":""758847600""}"
1994-01-19,70.0,20374.0,70.0,70.0,"{""numberLong"":""758934000""}"
1994-01-20,112.68,14006.0,100.0,130.0,"{""numberLong"":""759020400""}"
1994-01-21,114.85,2057.6,110.0,150.0,"{""numberLong"":""759106800""}"
1994-01-24,185.0,1770.2,185.0,185.0,"{""numberLong"":""759366000""}"
1994-01-25,149.51,7521.6,120.0,150.0,"{""numberLong"":""759452400""}"
1994-01-26,190.0,12250.2,190.0,190.0,"{""numberLong"":""759538800""}"
1994-01-27,86.66,11461.4,85.0,89.75,"{""numberLong"":""759625200""}"
1994-01-28,89.75,10808.0,89.75,89.75,"{""numberLong"":""759711600""}"
1994-01-31,89.75,11921.2,89.75,89.75,"{""numberLong"":""759970800""}"
1994-02-01,450.0,490.6,450.0,450.0,"{""numberLong"":""760057200""}"
1994-02-02,251.4,3789.4,150.0,300.0,"{""numberLong"":""760143600""}"
1994-02-03,100.8,4829.2,90.0,140.0,"{""numberLong"":""760230000""}"
1994-02-04,152.38,1577.2,130.0,180.0,"{""numberLong"":""760316400""}"
1994-02-07,127.78,1674.6,125.0,130.0,"{""numberLong"":""760575600""}"
1994-02-08,130.76,3193.6,125.0,135.0,"{""numberLong"":""760662000""}"
1994-02-09,135.87,2840.0,115.0,145.0,"{""numberLong"":""760748400""}"
1994-02-10,151.48,1974.4,140.0,160.0,"{""numberLong"":""760834800""}"
1994-02-11,411.64,7728.0,400.0,450.0,"{""numberLong"":""760921200""}"
1994-02-14,384.43,12529.4,280.0,400.0,"{""numberLong"":""761180400""}"
1994-02-15,304.73,12491.2,210.0,350.0,"{""numberLong"":""761266800""}"
1994-02-16,196.38,14009.0,180.0,250.0,"{""numberLong"":""761353200""}"
1994-02-17,148.79,11999.2,140.0,170.0,"{""numberLong"":""761439600""}"
1994-02-18,141.81,11303.4,110.0,155.0,"{""numberLong"":""761526000""}"
1994-02-21,107.74,12061.0,95.0,115.0,"{""numberLong"":""761785200""}"
1994-02-22,111.21,15793.4,106.0,115.0,"{""numberLong"":""761871600""}"
1994-02-23,118.94,18399.8,115.0,125.0,"{""numberLong"":""761958000""}"
1994-02-24,123.39,22877.8,120.0,125.0,"{""numberLong"":""762044400""}"
1994-02-25,141.32,20655.4,135.0,155.0,"{""numberLong"":""762130800""}"
1994-02-28,167.48,21458.8,145.0,210.0,"{""numberLong"":""762390000""}"
1994-03-01,161.03,22212.6,140.0,170.0,"{""numberLong"":""762476400""}"
1994-03-02,215.84,25459.4,130.0,240.0,"{""numberLong"":""762562800""}"
1994-03-03,224.65,26347.0,130.0,240.0,"{""numberLong"":""762649200""}"
1994-03-04,196.85,20549.6,130.0,200.0,"{""numberLong"":""762735600""}"
1994-03-07,186.06,23260.2,150.0,210.0,"{""numberLong"":""762994800""}"
1994-03-08,189.88,20311.2,170.0,205.0,"{""numberLong"":""763081200""}"
1994-03-09,218.74,18169.2,210.0,240.0,"{""numberLong"":""763167600""}"
1994-03-10,223.89,11426.8,210.0,240.0,"{""numberLong"":""763254000""}"
1994-03-11,696.68,7879.6,300.0,720.0,"{""numberLong"":""763340400""}"
1994-03-14,,,,,"{""numberLong"":""763599600""}"
1994-03-15,,,,,"{""numberLong"":""763686000""}"
1994-03-16,190.74,4461.6,150.0,230.0,"{""numberLong"":""763772400""}"
1994-03-17,201.17,8523.8,200.0,210.0,"{""numberLong"":""763858800""}"
1994-03-18,237.22,8327.2,215.0,265.0,"{""numberLong"":""763945200""}"
1994-03-21,400.0,6929.0,400.0,400.0,"{""numberLong"":""764204400""}"
1994-03-22,431.54,11893.8,400.0,450.0,"{""numberLong"":""764290800""}"
1994-03-23,500.0,6071.8,500.0,500.0,"{""numberLong"":""764377200""}"
1994-03-24,500.0,7122.0,500.0,500.0,"{""numberLong"":""764463600""}"
1994-03-25,660.32,6536.8,500.0,700.0,"{""numberLong"":""764550000""}"
1994-03-28,584.45,7696.8,500.0,600.0,"{""numberLong"":""764805600""}"
1994-03-29,581.03,4349.0,500.0,600.0,"{""numberLong"":""764892000""}"
1994-03-30,471.62,3573.2,400.0,550.0,"{""numberLong"":""764978400""}"
1994-03-31,289.45,4584.2,250.0,300.0,"{""numberLong"":""765064800""}"
1994-04-01,216.01,3797.6,200.0,250.0,"{""numberLong"":""765151200""}"
1994-04-04,204.05,4069.8,200.0,215.0,"{""numberLong"":""765410400""}"
1994-04-05,150.26,5189.0,80.0,225.0,"{""numberLong"":""765496800""}"
1994-04-06,90.84,7174.0,90.0,120.0,"{""numberLong"":""765583200""}"
1994-04-07,210.68,9127.6,180.0,380.0,"{""numberLong"":""765669600""}"
1994-04-08,190.22,7857.0,180.0,200.0,"{""numberLong"":""765756000""}"
1994-04-11,217.83,5900.8,190.0,250.0,"{""numberLong"":""766015200""}"
1994-04-12,342.03,8263.4,280.0,380.0,"{""numberLong"":""766101600""}"
1994-04-13,342.79,13251.2,180.0,450.0,"{""numberLong"":""766188000""}"
1994-04-14,273.55,15914.8,180.0,350.0,"{""numberLong"":""766274400""}"
1994-04-15,274.82,12762.6,210.0,300.0,"{""numberLong"":""766360800""}"
1994-04-18,279.22,12958.2,180.0,285.0,"{""numberLong"":""766620000""}"
1994-04-19,236.55,15888.2,180.0,255.0,"{""numberLong"":""766706400""}"
1994-04-20,230.31,25767.8,200.0,255.0,"{""numberLong"":""766792800""}"
1994-04-21,200.85,29879.6,200.0,205.0,"{""numberLong"":""766879200""}"
1994-04-22,220.22,23491.8,200.0,290.0,"{""numberLong"":""766965600""}"
1994-04-25,257.42,25407.4,220.0,290.0,"{""numberLong"":""767224800""}"
1994-04-26,330.53,29106.8,220.0,400.0,"{""numberLong"":""767311200""}"
1994-04-27,369.83,29763.4,255.0,405.0,"{""numberLong"":""767397600""}"
1994-04-28,390.79,34772.8,200.0,405.0,"{""numberLong"":""767484000""}"
1994-04-29,398.1,32348.8,355.0,500.0,"{""numberLong"":""767570400""}"
1994-05-02,401.17,26009.4,340.0,425.0,"{""numberLong"":""767829600""}"
1994-05-03,397.42,32559.2,250.0,405.0,"{""numberLong"":""767916000""}"
1994-05-04,363.05,34238.4,250.0,400.0,"{""numberLong"":""768002400""}"
1994-05-05,351.81,44455.8,200.0,390.0,"{""numberLong"":""768088800""}"
1994-05-06,345.97,35047.2,250.0,355.0,"{""numberLong"":""768175200""}"
1994-05-09,339.45,37415.0,250.0,355.0,"{""numberLong"":""768434400""}"
1994-05-10,340.25,40760.8,250.0,355.0,"{""numberLong"":""768520800""}"
1994-05-11,341.37,50165.2,250.0,355.0,"{""numberLong"":""768607200""}"
1994-05-12,328.36,58162.8,250.0,335.0,"{""numberLong"":""768693600""}"
1994-05-13,298.82,49458.4,250.0,305.0,"{""numberLong"":""768780000""}"
1994-05-16,261.89,39898.8,155.0,280.0,"{""numberLong"":""769039200""}"
1994-05-17,209.79,34407.6,120.0,220.0,"{""numberLong"":""769125600""}"
1994-05-18,187.05,32113.2,150.0,205.0,"{""numberLong"":""769212000""}"
1994-05-19,,,,,"{""numberLong"":""769298400""}"
1994-05-20,,,,,"{""numberLong"":""769384800""}"
1994-05-23,,,,,"{""numberLong"":""769644000""}"
1994-05-24,,,,,"{""numberLong"":""769730400""}"
1994-05-25,186.8,36548.6,150.0,195.0,"{""numberLong"":""769816800""}"
1994-05-26,157.28,49516.4,100.0,175.0,"{""numberLong"":""769903200""}"
1994-05-27,80.02,52477.4,30.0,125.0,"{""numberLong"":""769989600""}"
1994-05-30,71.26,56277.4,30.0,95.0,"{""numberLong"":""770248800""}"
1994-05-31,69.28,47751.4,30.0,81.0,"{""numberLong"":""770335200""}"
1994-06-01,66.18,29029.4,30.0,75.0,"{""numberLong"":""770421600""}"
1994-06-02,68.8,29016.0,30.0,71.0,"{""numberLong"":""770508000""}"
1994-06-03,79.77,24506.0,30.0,91.0,"{""numberLong"":""770594400""}"
1994-06-06,67.65,24561.6,60.0,75.0,"{""numberLong"":""770853600""}"
1994-06-07,68.61,19620.4,30.0,71.0,"{""numberLong"":""770940000""}"
1994-06-08,70.8,15148.0,60.0,75.0,"{""numberLong"":""771026400""}"
1994-06-09,65.06,15137.6,31.0,71.0,"{""numberLong"":""771112800""}"
1994-06-10,60.61,26114.8,30.0,71.0,"{""numberLong"":""771199200""}"
1994-06-13,63.52,23314.0,30.0,71.0,"{""numberLong"":""771458400""}"
1994-06-14,57.51,32016.4,30.0,61.0,"{""numberLong"":""771544800""}"
1994-06-15,59.79,23542.8,50.0,61.0,"{""numberLong"":""771631200""}"
1994-06-16,48.68,22105.2,30.0,51.0,"{""numberLong"":""771717600""}"
1994-06-17,50.14,16159.2,30.0,51.0,"{""numberLong"":""771804000""}"
1994-06-20,36.94,13582.2,31.0,45.0,"{""numberLong"":""772063200""}"
1994-06-21,32.07,25371.4,30.0,40.0,"{""numberLong"":""772149600""}"
1994-06-22,31.07,20326.4,30.0,40.0,"{""numberLong"":""772236000""}"
1994-06-23,40.84,19877.4,40.0,50.0,"{""numberLong"":""772322400""}"
1994-06-24,41.08,15592.4,40.0,50.0,"{""numberLong"":""772408800""}"
1994-06-27,31.59,16052.4,30.0,40.0,"{""numberLong"":""772668000""}"
1994-06-28,31.1,17985.2,30.0,33.0,"{""numberLong"":""772754400""}"
1994-06-29,31.23,24179.2,30.0,35.0,"{""numberLong"":""772840800""}"
1994-06-30,83.63,18716.8,30.0,95.0,"{""numberLong"":""772927200""}"
1994-07-01,40.22,20140.2,30.0,65.0,"{""numberLong"":""773013600""}"
1994-07-04,32.31,16471.6,30.0,35.0,"{""numberLong"":""773272800""}"
1994-07-05,31.29,22555.2,30.0,35.0,"{""numberLong"":""773359200""}"
1994-07-06,30.31,37462.6,30.0,31.0,"{""numberLong"":""773445600""}"
1994-07-07,30.28,42875.8,30.0,31.0,"{""numberLong"":""773532000""}"
1994-07-08,30.17,50262.2,30.0,31.0,"{""numberLong"":""773618400""}"
1994-07-11,30.22,47770.8,30.0,31.0,"{""numberLong"":""773877600""}"
1994-07-12,30.21,49396.0,30.0,31.0,"{""numberLong"":""773964000""}"
1994-07-13,36.01,18549.2,31.0,55.0,"{""numberLong"":""774050400""}"
1994-07-14,45.31,15036.6,32.0,75.0,"{""numberLong"":""774136800""}"
1994-07-15,82.9,14808.2,75.0,95.0,"{""numberLong"":""774223200""}"
1994-07-18,76.31,14431.2,50.0,82.0,"{""numberLong"":""774482400""}"
1994-07-19,42.07,18810.4,20.0,70.0,"{""numberLong"":""774568800""}"
1994-07-20,20.89,35297.4,20.0,26.0,"{""numberLong"":""774655200""}"
1994-07-21,20.43,32685.8,20.0,21.0,"{""numberLong"":""774741600""}"
1994-07-22,20.76,19557.4,20.0,22.0,"{""numberLong"":""774828000""}"
1994-07-25,24.66,16819.4,23.0,28.0,"{""numberLong"":""775087200""}"
1994-07-26,49.18,21066.8,40.0,50.0,"{""numberLong"":""775173600""}"
1994-07-27,79.11,18060.2,78.0,80.0,"{""numberLong"":""775260000""}"
1994-07-28,79.35,18970.8,79.0,80.0,"{""numberLong"":""775346400""}"
1994-07-29,79.43,25498.4,79.0,80.0,"{""numberLong"":""775432800""}"
1994-08-01,79.41,24640.8,79.0,80.0,"{""numberLong"":""775692000""}"
1994-08-02,76.31,18966.2,45.0,79.0,"{""numberLong"":""775778400""}"
1994-08-03,56.6,18827.8,30.0,75.0,"{""numberLong"":""775864800""}"
1994-08-04,72.04,17444.0,55.0,75.0,"{""numberLong"":""775951200""}"
1994-08-05,74.48,20051.2,74.0,75.0,"{""numberLong"":""776037600""}"
1994-08-08,69.6,27323.0,69.0,70.0,"{""numberLong"":""776296800""}"
1994-08-09,69.55,24109.6,69.0,70.0,"{""numberLong"":""776383200""}"
1994-08-10,69.63,32174.2,68.0,70.0,"{""numberLong"":""776469600""}"
1994-08-11,69.65,33456.8,69.0,70.0,"{""numberLong"":""776556000""}"
1994-08-12,69.72,42933.0,69.0,70.0,"{""numberLong"":""776642400""}"
1994-08-15,69.81,47846.2,69.0,70.0,"{""numberLong"":""776901600""}"
1994-08-16,69.84,48977.8,69.0,70.0,"{""numberLong"":""776988000""}"
1994-08-17,69.7,42602.6,69.0,70.0,"{""numberLong"":""777074400""}"
1994-08-18,69.64,38100.8,69.0,70.0,"{""numberLong"":""777160800""}"
1994-08-19,69.7,41886.6,69.0,70.0,"{""numberLong"":""777247200""}"
1994-08-22,69.76,46261.0,69.0,70.0,"{""numberLong"":""777506400""}"
1994-08-23,69.75,43582.8,69.0,70.0,"{""numberLong"":""777592800""}"
1994-08-24,85.87,60317.0,19.0,100.0,"{""numberLong"":""777679200""}"
1994-08-25,187.35,42759.6,95.0,240.0,"{""numberLong"":""777765600""}"
1994-08-26,160.21,44198.0,130.0,200.0,"{""numberLong"":""777852000""}"
1994-08-29,161.64,42752.6,130.0,200.0,"{""numberLong"":""778111200""}"
1994-08-30,,,,,"{""numberLong"":""778197600""}"
1994-08-31,133.1,34116.0,120.0,198.0,"{""numberLong"":""778284000""}"
1994-09-01,111.94,23931.2,90.0,129.0,"{""numberLong"":""778370400""}"
1994-09-02,90.8,30388.8,19.0,100.0,"{""numberLong"":""778456800""}"
1994-09-05,87.46,31574.4,65.0,140.0,"{""numberLong"":""778716000""}"
1994-09-06,63.42,36222.0,60.0,90.0,"{""numberLong"":""778802400""}"
1994-09-07,87.81,29656.8,80.0,170.0,"{""numberLong"":""778888800""}"
1994-09-08,87.14,21671.2,80.0,95.0,"{""numberLong"":""778975200""}"
1994-09-09,82.97,27692.8,75.0,95.0,"{""numberLong"":""779061600""}"
1994-09-12,80.0,19385.4,80.0,80.0,"{""numberLong"":""779320800""}"
1994-09-13,79.72,28869.4,75.0,80.0,"{""numberLong"":""779407200""}"
1994-09-14,63.89,20899.6,60.0,70.0,"{""numberLong"":""779493600""}"
1994-09-15,70.0,29271.0,70.0,70.0,"{""numberLong"":""779580000""}"
1994-09-16,65.29,21547.8,55.0,70.0,"{""numberLong"":""779666400""}"
1994-09-19,65.0,22802.6,65.0,65.0,"{""numberLong"":""779925600""}"
1994-09-20,63.05,19007.8,60.0,65.0,"{""numberLong"":""780012000""}"
1994-09-21,49.61,27882.0,20.0,60.0,"{""numberLong"":""780098400""}"
1994-09-22,27.18,24555.0,20.0,50.0,"{""numberLong"":""780184800""}"
1994-09-23,41.06,21068.2,40.0,45.0,"{""numberLong"":""780271200""}"
1994-09-26,68.13,24428.2,40.0,95.0,"{""numberLong"":""780534000""}"
1994-09-27,74.21,24798.6,65.0,75.0,"{""numberLong"":""780620400""}"
1994-09-28,60.0,19160.8,60.0,60.0,"{""numberLong"":""780706800""}"
1994-09-29,36.95,25013.8,25.0,50.0,"{""numberLong"":""780793200""}"
1994-09-30,65.44,22693.2,55.0,70.0,"{""numberLong"":""780879600""}"
1994-10-03,42.82,19723.6,25.0,55.0,"{""numberLong"":""781138800""}"
1994-10-04,32.85,20021.6,30.0,40.0,"{""numberLong"":""781225200""}"
1994-10-05,30.58,31700.2,30.0,32.0,"{""numberLong"":""781311600""}"
1994-10-06,61.65,20929.0,50.0,75.0,"{""numberLong"":""781398000""}"
1994-10-07,65.0,14521.4,65.0,65.0,"{""numberLong"":""781484400""}"
1994-10-10,73.42,19537.6,65.0,75.0,"{""numberLong"":""781743600""}"
1994-10-11,74.4,21067.0,74.0,75.0,"{""numberLong"":""781830000""}"
1994-10-12,45.35,22731.6,30.0,50.0,"{""numberLong"":""781916400""}"
1994-10-13,52.86,26524.2,30.0,55.0,"{""numberLong"":""782002800""}"
1994-10-14,71.28,31534.8,65.0,75.0,"{""numberLong"":""782089200""}"
1994-10-17,79.11,38319.0,73.0,80.0,"{""numberLong"":""782348400""}"
1994-10-18,87.57,34918.4,79.0,90.0,"{""numberLong"":""782434800""}"
1994-10-19,87.9,35822.0,70.0,109.0,"{""numberLong"":""782521200""}"
1994-10-20,84.6,35057.6,84.0,85.0,"{""numberLong"":""782607600""}"
1994-10-21,84.52,28564.8,84.0,85.0,"{""numberLong"":""782694000""}"
1994-10-24,89.7,31986.6,89.0,90.0,"{""numberLong"":""782953200""}"
1994-10-25,94.64,23624.0,94.0,95.0,"{""numberLong"":""783039600""}"
1994-10-26,58.5,26307.8,50.0,100.0,"{""numberLong"":""783126000""}"
1994-10-27,77.72,23688.2,60.0,100.0,"{""numberLong"":""783212400""}"
1994-10-28,97.14,23336.6,90.0,100.0,"{""numberLong"":""783298800""}"
1994-10-31,99.57,34882.0,99.0,100.0,"{""numberLong"":""783558000""}"
1994-11-01,99.45,27541.0,99.0,100.0,"{""numberLong"":""783644400""}"
1994-11-02,74.97,17234.2,41.0,75.0,"{""numberLong"":""783730800""}"
1994-11-03,54.4,23026.6,50.0,65.0,"{""numberLong"":""783817200""}"
1994-11-04,47.57,18277.4,40.0,50.0,"{""numberLong"":""783903600""}"
1994-11-07,49.77,14345.0,45.0,50.0,"{""numberLong"":""784162800""}"
1994-11-08,51.66,16397.4,40.0,55.0,"{""numberLong"":""784249200""}"
1994-11-09,54.98,14518.2,45.0,60.0,"{""numberLong"":""784335600""}"
1994-11-10,51.46,17733.0,40.0,60.0,"{""numberLong"":""784422000""}"
1994-11-11,77.84,23718.4,65.0,90.0,"{""numberLong"":""784508400""}"
1994-11-14,94.71,31094.4,94.0,95.0,"{""numberLong"":""784767600""}"
1994-11-15,92.7,31132.0,80.0,95.0,"{""numberLong"":""784854000""}"
1994-11-16,89.87,26819.4,89.75,90.0,"{""numberLong"":""784940400""}"
1994-11-17,79.9,26056.0,79.75,80.0,"{""numberLong"":""785026800""}"
1994-11-18,89.91,24352.4,89.75,90.0,"{""numberLong"":""785113200""}"
1994-11-21,83.3,19740.0,75.0,90.0,"{""numberLong"":""785372400""}"
1994-11-22,89.75,15349.4,89.75,89.75,"{""numberLong"":""785458800""}"
1994-11-23,51.56,12117.2,40.0,60.0,"{""numberLong"":""785545200""}"
1994-11-24,42.96,28297.4,40.0,50.0,"{""numberLong"":""785631600""}"
1994-11-25,40.15,25963.4,40.0,41.0,"{""numberLong"":""785718000""}"
1994-11-28,40.43,19951.6,40.0,41.0,"{""numberLong"":""785977200""}"
1994-11-29,40.23,27760.6,40.0,41.0,"{""numberLong"":""786063600""}"
1994-11-30,33.21,32419.6,33.0,34.0,"{""numberLong"":""786150000""}"
1994-12-01,35.8,25811.4,33.0,40.0,"{""numberLong"":""786236400""}"
1994-12-02,35.64,24909.2,33.0,50.0,"{""numberLong"":""786322800""}"
1994-12-05,37.66,13993.6,35.0,45.0,"{""numberLong"":""786582000""}"
1994-12-06,51.52,15930.8,45.0,55.0,"{""numberLong"":""786668400""}"
1994-12-07,89.82,15196.4,89.75,90.0,"{""numberLong"":""786754800""}"
1994-12-08,79.38,11812.0,70.0,87.0,"{""numberLong"":""786841200""}"
1994-12-09,71.04,15008.4,50.0,90.0,"{""numberLong"":""786927600""}"
1994-12-12,90.04,17789.8,72.0,95.0,"{""numberLong"":""787186800""}"
1994-12-13,98.05,22017.8,94.5,100.0,"{""numberLong"":""787273200""}"
1994-12-14,99.82,25328.0,99.75,100.0,"{""numberLong"":""787359600""}"
1994-12-15,107.72,23782.0,85.0,110.0,"{""numberLong"":""787446000""}"
1994-12-16,106.58,30338.2,35.0,120.0,"{""numberLong"":""787532400""}"
1994-12-19,93.69,23536.2,80.0,110.0,"{""numberLong"":""787791600""}"
1994-12-20,92.49,15971.8,35.0,94.75,"{""numberLong"":""787878000""}"
1994-12-21,92.1,21801.4,50.0,94.75,"{""numberLong"":""787964400""}"
1994-12-22,94.09,24328.4,90.0,95.0,"{""numberLong"":""788050800""}"
1994-12-23,94.78,28496.0,94.75,95.0,"{""numberLong"":""788137200""}"
1994-12-26,104.87,32209.0,94.75,110.0,"{""numberLong"":""788396400""}"
1994-12-27,108.53,27844.0,94.75,110.0,"{""numberLong"":""788482800""}"
1994-12-28,123.52,27260.0,109.75,130.0,"{""numberLong"":""788569200""}"
1994-12-29,129.81,30736.0,129.75,130.0,"{""numberLong"":""788655600""}"
1994-12-30,188.03,44176.8,149.75,210.0,"{""numberLong"":""788742000""}"
1995-01-02,115.37,27506.0,60.0,130.0,"{""numberLong"":""789001200""}"
1995-01-03,97.08,30244.8,40.0,110.0,"{""numberLong"":""789087600""}"
1995-01-04,104.93,25895.0,100.0,150.0,"{""numberLong"":""789174000""}"
1995-01-05,106.21,24576.8,101.0,149.75,"{""numberLong"":""789260400""}"
1995-01-06,96.0,21810.0,96.0,96.0,"{""numberLong"":""789346800""}"
1995-01-09,99.99,21563.0,91.0,140.0,"{""numberLong"":""789606000""}"
1995-01-10,86.0,14271.0,86.0,86.0,"{""numberLong"":""789692400""}"
1995-01-11,81.0,13101.4,81.0,81.0,"{""numberLong"":""789778800""}"
1995-01-12,76.0,11502.0,76.0,76.0,"{""numberLong"":""789865200""}"
1995-01-13,71.0,12956.0,71.0,71.0,"{""numberLong"":""789951600""}"
1995-01-16,70.36,12966.2,40.0,71.0,"{""numberLong"":""790210800""}"
1995-01-17,66.0,13587.6,66.0,66.0,"{""numberLong"":""790297200""}"
1995-01-18,79.59,21448.2,60.0,80.0,"{""numberLong"":""790383600""}"
1995-01-19,64.45,13825.0,61.0,65.0,"{""numberLong"":""790470000""}"
1995-01-20,56.0,11551.6,56.0,56.0,"{""numberLong"":""790556400""}"
1995-01-23,57.0,12039.0,57.0,57.0,"{""numberLong"":""790815600""}"
1995-01-24,61.0,10699.4,61.0,61.0,"{""numberLong"":""790902000""}"
1995-01-25,61.0,7003.4,61.0,61.0,"{""numberLong"":""790988400""}"
1995-01-26,102.85,16102.6,56.0,125.0,"{""numberLong"":""791074800""}"
1995-01-27,121.47,23461.2,100.0,125.0,"{""numberLong"":""791161200""}"
1995-01-30,124.76,21600.0,124.75,125.0,"{""numberLong"":""791420400""}"
1995-01-31,124.86,27027.0,124.75,125.0,"{""numberLong"":""791506800""}"
1995-02-01,100.0,15635.4,100.0,100.0,"{""numberLong"":""791593200""}"
1995-02-02,84.98,21095.2,50.0,95.0,"{""numberLong"":""791679600""}"
1995-02-03,68.68,23569.4,50.0,85.0,"{""numberLong"":""791766000""}"
1995-02-06,65.07,22338.6,60.0,70.0,"{""numberLong"":""792025200""}"
1995-02-07,57.48,25498.0,55.0,60.0,"{""numberLong"":""792111600""}"
1995-02-08,55.44,41805.0,55.0,56.0,"{""numberLong"":""792198000""}"
1995-02-09,50.72,37422.6,50.0,51.0,"{""numberLong"":""792284400""}"
1995-02-10,50.6,40671.2,50.0,51.0,"{""numberLong"":""792370800""}"
1995-02-13,45.84,25548.0,45.0,46.0,"{""numberLong"":""792630000""}"
1995-02-14,45.58,42588.8,45.0,46.0,"{""numberLong"":""792716400""}"
1995-02-15,105.24,29925.0,70.0,110.0,"{""numberLong"":""792802800""}"
1995-02-16,63.63,31077.8,45.0,75.0,"{""numberLong"":""792889200""}"
1995-02-17,72.97,25101.4,70.0,110.0,"{""numberLong"":""792975600""}"
1995-02-20,45.87,32626.8,45.0,46.0,"{""numberLong"":""793234800""}"
1995-02-21,45.23,50781.0,45.0,46.0,"{""numberLong"":""793321200""}"
1995-02-22,45.15,36580.0,45.0,46.0,"{""numberLong"":""793407600""}"
1995-02-23,56.93,19207.0,45.0,65.0,"{""numberLong"":""793494000""}"
1995-02-24,80.08,15451.4,55.0,95.0,"{""numberLong"":""793580400""}"
1995-02-27,100.06,16997.8,85.0,110.0,"{""numberLong"":""793839600""}"
1995-02-28,100.0,22325.4,100.0,100.0,"{""numberLong"":""793926000""}"
1995-03-01,105.66,25017.4,105.0,110.0,"{""numberLong"":""794012400""}"
1995-03-02,45.76,31176.2,45.0,46.0,"{""numberLong"":""794098800""}"
1995-03-03,,,,,"{""numberLong"":""794185200""}"
1995-03-06,63.66,19052.2,55.0,70.0,"{""numberLong"":""794444400""}"
1995-03-07,74.1,18997.6,45.0,85.0,"{""numberLong"":""794530800""}"
1995-03-08,56.35,30167.2,45.0,70.0,"{""numberLong"":""794617200""}"
1995-03-09,45.14,31119.6,45.0,45.25,"{""numberLong"":""794703600""}"
1995-03-10,68.54,22978.6,45.25,110.0,"{""numberLong"":""794790000""}"
1995-03-13,98.32,31535.0,50.0,109.75,"{""numberLong"":""795049200""}"
1995-03-14,62.7,34165.0,45.0,65.0,"{""numberLong"":""795135600""}"
1995-03-15,44.65,27857.4,40.25,45.0,"{""numberLong"":""795222000""}"
1995-03-16,109.86,35773.2,109.75,110.0,"{""numberLong"":""795308400""}"
1995-03-17,96.03,27997.8,70.0,110.0,"{""numberLong"":""795394800""}"
1995-03-20,97.72,30572.4,90.0,110.0,"{""numberLong"":""795654000""}"
1995-03-21,74.45,27338.8,50.0,95.0,"{""numberLong"":""795740400""}"
1995-03-22,51.97,30783.8,40.0,60.0,"{""numberLong"":""795826800""}"
1995-03-23,40.2,24937.2,40.0,40.25,"{""numberLong"":""795913200""}"
1995-03-24,46.44,30468.4,40.0,50.0,"{""numberLong"":""795999600""}"
1995-03-27,49.77,24336.4,45.0,110.0,"{""numberLong"":""796255200""}"
1995-03-28,46.14,31621.0,40.0,50.0,"{""numberLong"":""796341600""}"
1995-03-29,35.21,26867.8,35.0,35.25,"{""numberLong"":""796428000""}"
1995-03-30,35.15,38427.2,35.0,35.25,"{""numberLong"":""796514400""}"
1995-03-31,104.26,28688.4,55.0,110.0,"{""numberLong"":""796600800""}"
1995-04-03,104.79,27907.0,104.75,105.0,"{""numberLong"":""796860000""}"
1995-04-04,100.43,23113.0,95.0,104.75,"{""numberLong"":""796946400""}"
1995-04-05,76.33,31918.2,55.0,105.0,"{""numberLong"":""797032800""}"
1995-04-06,103.03,29733.8,100.0,105.0,"{""numberLong"":""797119200""}"
1995-04-07,63.02,33332.0,35.0,95.0,"{""numberLong"":""797205600""}"
1995-04-10,35.71,44866.2,35.0,40.0,"{""numberLong"":""797464800""}"
1995-04-11,35.32,54133.2,35.0,36.0,"{""numberLong"":""797551200""}"
