dt,AB_A01,AB_A02,AB_A03,AB_A05,AB_A06,AB_A15,AB_A16,AB_A17,UNIXTIME
1982-07-29,,,,,,,,,"{""numberLong"":""396741600""}"
1982-07-30,,,,,,,,,"{""numberLong"":""396828000""}"
1982-08-02,,,,,,,,,"{""numberLong"":""397087200""}"
1982-08-03,,,,,,,,,"{""numberLong"":""397173600""}"
1982-08-04,,,,,,,,,"{""numberLong"":""397260000""}"
1982-08-05,,,,,,,,,"{""numberLong"":""397346400""}"
1982-08-06,,,,,,,,,"{""numberLong"":""397432800""}"
1982-08-09,,,,,,,,,"{""numberLong"":""397692000""}"
1982-08-10,,,,,,,,,"{""numberLong"":""397778400""}"
1982-08-11,,,,,,,,,"{""numberLong"":""397864800""}"
1982-08-12,,,,,,,,,"{""numberLong"":""397951200""}"
1982-08-13,,,,,,,,,"{""numberLong"":""398037600""}"
1982-08-16,,,,,,,,,"{""numberLong"":""398296800""}"
1982-08-17,,,,,,,,,"{""numberLong"":""398383200""}"
1982-08-18,,,,,,,,,"{""numberLong"":""398469600""}"
1982-08-19,,,,,,,,,"{""numberLong"":""398556000""}"
1982-08-20,,,,,,,,,"{""numberLong"":""398642400""}"
1982-08-23,,,,,,,,,"{""numberLong"":""398901600""}"
1982-08-24,,,,,,,,,"{""numberLong"":""398988000""}"
1982-08-25,,,,,,,,,"{""numberLong"":""399074400""}"
1982-08-26,,,,,,,,,"{""numberLong"":""399160800""}"
1982-08-27,,,,,,,,,"{""numberLong"":""399247200""}"
1982-08-30,,,,,,,,,"{""numberLong"":""399506400""}"
1982-08-31,,,,,,,,,"{""numberLong"":""399592800""}"
1982-09-01,,,,,,,,,"{""numberLong"":""399679200""}"
1982-09-02,,,,,,,,,"{""numberLong"":""399765600""}"
1982-09-03,,,,,,,,,"{""numberLong"":""399852000""}"
1982-09-06,,,,,,,,,"{""numberLong"":""400111200""}"
1982-09-07,,,,,,,,,"{""numberLong"":""400197600""}"
1982-09-08,,,,,,,,,"{""numberLong"":""400284000""}"
1982-09-09,,,,,,,,,"{""numberLong"":""400370400""}"
1982-09-10,,,,,,,,,"{""numberLong"":""400456800""}"
1982-09-13,,,,,,,,,"{""numberLong"":""400716000""}"
1982-09-14,,,,,,,,,"{""numberLong"":""400802400""}"
1982-09-15,,,,,,,,,"{""numberLong"":""400888800""}"
1982-09-16,,,,,,,,,"{""numberLong"":""400975200""}"
1982-09-17,,,,,,,,,"{""numberLong"":""401061600""}"
1982-09-20,,,,,,,,,"{""numberLong"":""401320800""}"
1982-09-21,,,,,,,,,"{""numberLong"":""401407200""}"
1982-09-22,,,,,,,,,"{""numberLong"":""401493600""}"
1982-09-23,,,,,,,,,"{""numberLong"":""401580000""}"
1982-09-24,,,,,,,,,"{""numberLong"":""401666400""}"
1982-09-27,,,,,,,,,"{""numberLong"":""401929200""}"
1982-09-28,,,,,,,,,"{""numberLong"":""402015600""}"
1982-09-29,,,,,,,,,"{""numberLong"":""402102000""}"
1982-09-30,,,,,,,,,"{""numberLong"":""402188400""}"
1982-10-01,,,,,,,,,"{""numberLong"":""402274800""}"
1982-10-04,,,,,,,,,"{""numberLong"":""402534000""}"
1982-10-05,,,,,,,,,"{""numberLong"":""402620400""}"
1982-10-06,,,,,,,,,"{""numberLong"":""402706800""}"
1982-10-07,,,,,,,,,"{""numberLong"":""402793200""}"
1982-10-08,,,,,,,,,"{""numberLong"":""402879600""}"
1982-10-11,,,,,,,,,"{""numberLong"":""403138800""}"
1982-10-12,,,,,,,,,"{""numberLong"":""403225200""}"
1982-10-13,,,,,,,,,"{""numberLong"":""403311600""}"
1982-10-14,,,,,,,,,"{""numberLong"":""403398000""}"
1982-10-15,,,,,,,,,"{""numberLong"":""403484400""}"
1982-10-18,,,,,,,,,"{""numberLong"":""403743600""}"
1982-10-19,,,,,,,,,"{""numberLong"":""403830000""}"
1982-10-20,,,,,,,,,"{""numberLong"":""403916400""}"
1982-10-21,,,,,,,,,"{""numberLong"":""404002800""}"
1982-10-22,,,,,,,,,"{""numberLong"":""404089200""}"
1982-10-25,,,,,,,,,"{""numberLong"":""404348400""}"
1982-10-26,,,,,,,,,"{""numberLong"":""404434800""}"
1982-10-27,,,,,,,,,"{""numberLong"":""404521200""}"
1982-10-28,,,,,,,,,"{""numberLong"":""404607600""}"
1982-10-29,,,,,,,,,"{""numberLong"":""404694000""}"
1982-11-01,,,,,,,,,"{""numberLong"":""404953200""}"
1982-11-02,,,,,,,,,"{""numberLong"":""405039600""}"
1982-11-03,,,,,,,,,"{""numberLong"":""405126000""}"
1982-11-04,,,,,,,,,"{""numberLong"":""405212400""}"
1982-11-05,,,,,,,,,"{""numberLong"":""405298800""}"
1982-11-08,,,,,,,,,"{""numberLong"":""405558000""}"
1982-11-09,,,,,,,,,"{""numberLong"":""405644400""}"
1982-11-10,,,,,,,,,"{""numberLong"":""405730800""}"
1982-11-11,,,,,,,,,"{""numberLong"":""405817200""}"
1982-11-12,,,,,,,,,"{""numberLong"":""405903600""}"
1982-11-15,,,,,,,,,"{""numberLong"":""406162800""}"
1982-11-16,,,,,,,,,"{""numberLong"":""406249200""}"
1982-11-17,,,,,,,,,"{""numberLong"":""406335600""}"
1982-11-18,,,,,,,,,"{""numberLong"":""406422000""}"
1982-11-19,,,,,,,,,"{""numberLong"":""406508400""}"
1982-11-22,,,,,,,,,"{""numberLong"":""406767600""}"
1982-11-23,,,,,,,,,"{""numberLong"":""406854000""}"
1982-11-24,,,,,,,,,"{""numberLong"":""406940400""}"
1982-11-25,,,,,,,,,"{""numberLong"":""407026800""}"
1982-11-26,,,,,,,,,"{""numberLong"":""407113200""}"
1982-11-29,,,,,,,,,"{""numberLong"":""407372400""}"
1982-11-30,,,,,,,,,"{""numberLong"":""407458800""}"
1982-12-01,,,,,,,,,"{""numberLong"":""407545200""}"
1982-12-02,,,,,,,,,"{""numberLong"":""407631600""}"
1982-12-03,,,,,,,,,"{""numberLong"":""407718000""}"
1982-12-06,,,,,,,,,"{""numberLong"":""407977200""}"
1982-12-07,,,,,,,,,"{""numberLong"":""408063600""}"
1982-12-08,,,,,,,,,"{""numberLong"":""408150000""}"
1982-12-09,,,,,,,,,"{""numberLong"":""408236400""}"
1982-12-10,,,,,,,,,"{""numberLong"":""408322800""}"
1982-12-13,,,,,,,,,"{""numberLong"":""408582000""}"
1982-12-14,,,,,,,,,"{""numberLong"":""408668400""}"
1982-12-15,,,,,,,,,"{""numberLong"":""408754800""}"
1982-12-16,,,,,,,,,"{""numberLong"":""408841200""}"
1982-12-17,,,,,,,,,"{""numberLong"":""408927600""}"
1982-12-20,,,,,,,,,"{""numberLong"":""409186800""}"
1982-12-21,,,,,,,,,"{""numberLong"":""409273200""}"
1982-12-22,,,,,,,,,"{""numberLong"":""409359600""}"
1982-12-23,,,,,,,,,"{""numberLong"":""409446000""}"
1982-12-24,,,,,,,,,"{""numberLong"":""409532400""}"
1982-12-27,,,,,,,,,"{""numberLong"":""409791600""}"
1982-12-28,,,,,,,,,"{""numberLong"":""409878000""}"
1982-12-29,,,,,,,,,"{""numberLong"":""409964400""}"
1982-12-30,,,,,,,,,"{""numberLong"":""410050800""}"
1982-12-31,2877.5,328.9,2548.6,1352.5,518.4,1214.7,1206.9,542.7,"{""numberLong"":""410137200""}"
1983-01-03,,,,,,,,,"{""numberLong"":""410396400""}"
1983-01-04,,,,,,,,,"{""numberLong"":""410482800""}"
1983-01-05,,,,,,,,,"{""numberLong"":""410569200""}"
1983-01-06,,,,,,,,,"{""numberLong"":""410655600""}"
1983-01-07,,,,,,,,,"{""numberLong"":""410742000""}"
1983-01-10,,,,,,,,,"{""numberLong"":""411001200""}"
1983-01-11,,,,,,,,,"{""numberLong"":""411087600""}"
1983-01-12,,,,,,,,,"{""numberLong"":""411174000""}"
1983-01-13,,,,,,,,,"{""numberLong"":""411260400""}"
1983-01-14,,,,,,,,,"{""numberLong"":""411346800""}"
1983-01-17,,,,,,,,,"{""numberLong"":""411606000""}"
1983-01-18,,,,,,,,,"{""numberLong"":""411692400""}"
1983-01-19,,,,,,,,,"{""numberLong"":""411778800""}"
1983-01-20,,,,,,,,,"{""numberLong"":""411865200""}"
1983-01-21,,,,,,,,,"{""numberLong"":""411951600""}"
1983-01-24,,,,,,,,,"{""numberLong"":""412210800""}"
1983-01-25,,,,,,,,,"{""numberLong"":""412297200""}"
1983-01-26,,,,,,,,,"{""numberLong"":""412383600""}"
1983-01-27,,,,,,,,,"{""numberLong"":""412470000""}"
1983-01-28,,,,,,,,,"{""numberLong"":""412556400""}"
1983-01-31,,,,,,,,,"{""numberLong"":""412815600""}"
1983-02-01,,,,,,,,,"{""numberLong"":""412902000""}"
1983-02-02,,,,,,,,,"{""numberLong"":""412988400""}"
1983-02-03,,,,,,,,,"{""numberLong"":""413074800""}"
1983-02-04,,,,,,,,,"{""numberLong"":""413161200""}"
1983-02-07,,,,,,,,,"{""numberLong"":""413420400""}"
1983-02-08,,,,,,,,,"{""numberLong"":""413506800""}"
1983-02-09,,,,,,,,,"{""numberLong"":""413593200""}"
1983-02-10,,,,,,,,,"{""numberLong"":""413679600""}"
1983-02-11,,,,,,,,,"{""numberLong"":""413766000""}"
1983-02-14,,,,,,,,,"{""numberLong"":""414025200""}"
1983-02-15,,,,,,,,,"{""numberLong"":""414111600""}"
1983-02-16,,,,,,,,,"{""numberLong"":""414198000""}"
1983-02-17,,,,,,,,,"{""numberLong"":""414284400""}"
1983-02-18,,,,,,,,,"{""numberLong"":""414370800""}"
1983-02-21,,,,,,,,,"{""numberLong"":""414630000""}"
1983-02-22,,,,,,,,,"{""numberLong"":""414716400""}"
1983-02-23,,,,,,,,,"{""numberLong"":""414802800""}"
1983-02-24,,,,,,,,,"{""numberLong"":""414889200""}"
1983-02-25,,,,,,,,,"{""numberLong"":""414975600""}"
1983-02-28,,,,,,,,,"{""numberLong"":""415234800""}"
1983-03-01,,,,,,,,,"{""numberLong"":""415321200""}"
1983-03-02,,,,,,,,,"{""numberLong"":""415407600""}"
1983-03-03,,,,,,,,,"{""numberLong"":""415494000""}"
1983-03-04,,,,,,,,,"{""numberLong"":""415580400""}"
1983-03-07,,,,,,,,,"{""numberLong"":""415839600""}"
1983-03-08,,,,,,,,,"{""numberLong"":""415926000""}"
1983-03-09,,,,,,,,,"{""numberLong"":""416012400""}"
1983-03-10,,,,,,,,,"{""numberLong"":""416098800""}"
1983-03-11,,,,,,,,,"{""numberLong"":""416185200""}"
1983-03-14,,,,,,,,,"{""numberLong"":""416444400""}"
1983-03-15,,,,,,,,,"{""numberLong"":""416530800""}"
1983-03-16,,,,,,,,,"{""numberLong"":""416617200""}"
1983-03-17,,,,,,,,,"{""numberLong"":""416703600""}"
1983-03-18,,,,,,,,,"{""numberLong"":""416790000""}"
1983-03-21,,,,,,,,,"{""numberLong"":""417049200""}"
1983-03-22,,,,,,,,,"{""numberLong"":""417135600""}"
1983-03-23,,,,,,,,,"{""numberLong"":""417222000""}"
1983-03-24,,,,,,,,,"{""numberLong"":""417308400""}"
1983-03-25,,,,,,,,,"{""numberLong"":""417394800""}"
1983-03-28,,,,,,,,,"{""numberLong"":""417650400""}"
1983-03-29,,,,,,,,,"{""numberLong"":""417736800""}"
1983-03-30,,,,,,,,,"{""numberLong"":""417823200""}"
1983-03-31,,,,,,,,,"{""numberLong"":""417909600""}"
1983-04-01,,,,,,,,,"{""numberLong"":""417996000""}"
1983-04-04,,,,,,,,,"{""numberLong"":""418255200""}"
1983-04-05,,,,,,,,,"{""numberLong"":""418341600""}"
1983-04-06,,,,,,,,,"{""numberLong"":""418428000""}"
1983-04-07,,,,,,,,,"{""numberLong"":""418514400""}"
1983-04-08,,,,,,,,,"{""numberLong"":""418600800""}"
1983-04-11,,,,,,,,,"{""numberLong"":""418860000""}"
1983-04-12,,,,,,,,,"{""numberLong"":""418946400""}"
1983-04-13,,,,,,,,,"{""numberLong"":""419032800""}"
1983-04-14,,,,,,,,,"{""numberLong"":""419119200""}"
1983-04-15,,,,,,,,,"{""numberLong"":""419205600""}"
1983-04-18,,,,,,,,,"{""numberLong"":""419464800""}"
1983-04-19,,,,,,,,,"{""numberLong"":""419551200""}"
1983-04-20,,,,,,,,,"{""numberLong"":""419637600""}"
1983-04-21,,,,,,,,,"{""numberLong"":""419724000""}"
1983-04-22,,,,,,,,,"{""numberLong"":""419810400""}"
1983-04-25,,,,,,,,,"{""numberLong"":""420069600""}"
1983-04-26,,,,,,,,,"{""numberLong"":""420156000""}"
1983-04-27,,,,,,,,,"{""numberLong"":""420242400""}"
1983-04-28,,,,,,,,,"{""numberLong"":""420328800""}"
1983-04-29,,,,,,,,,"{""numberLong"":""420415200""}"
1983-05-02,,,,,,,,,"{""numberLong"":""420674400""}"
1983-05-03,,,,,,,,,"{""numberLong"":""420760800""}"
1983-05-04,,,,,,,,,"{""numberLong"":""420847200""}"
1983-05-05,,,,,,,,,"{""numberLong"":""420933600""}"
1983-05-06,,,,,,,,,"{""numberLong"":""421020000""}"
1983-05-09,,,,,,,,,"{""numberLong"":""421279200""}"
1983-05-10,,,,,,,,,"{""numberLong"":""421365600""}"
1983-05-11,,,,,,,,,"{""numberLong"":""421452000""}"
1983-05-12,,,,,,,,,"{""numberLong"":""421538400""}"
1983-05-13,,,,,,,,,"{""numberLong"":""421624800""}"
1983-05-16,,,,,,,,,"{""numberLong"":""421884000""}"
1983-05-17,,,,,,,,,"{""numberLong"":""421970400""}"
1983-05-18,,,,,,,,,"{""numberLong"":""422056800""}"
1983-05-19,,,,,,,,,"{""numberLong"":""422143200""}"
1983-05-20,,,,,,,,,"{""numberLong"":""422229600""}"
1983-05-23,,,,,,,,,"{""numberLong"":""422488800""}"
1983-05-24,,,,,,,,,"{""numberLong"":""422575200""}"
1983-05-25,,,,,,,,,"{""numberLong"":""422661600""}"
1983-05-26,,,,,,,,,"{""numberLong"":""422748000""}"
1983-05-27,,,,,,,,,"{""numberLong"":""422834400""}"
1983-05-30,,,,,,,,,"{""numberLong"":""423093600""}"
1983-05-31,,,,,,,,,"{""numberLong"":""423180000""}"
1983-06-01,,,,,,,,,"{""numberLong"":""423266400""}"
1983-06-02,,,,,,,,,"{""numberLong"":""423352800""}"
1983-06-03,,,,,,,,,"{""numberLong"":""423439200""}"
1983-06-06,,,,,,,,,"{""numberLong"":""423698400""}"
1983-06-07,,,,,,,,,"{""numberLong"":""423784800""}"
1983-06-08,,,,,,,,,"{""numberLong"":""423871200""}"
1983-06-09,,,,,,,,,"{""numberLong"":""423957600""}"
1983-06-10,,,,,,,,,"{""numberLong"":""424044000""}"
1983-06-13,,,,,,,,,"{""numberLong"":""424303200""}"
1983-06-14,,,,,,,,,"{""numberLong"":""424389600""}"
1983-06-15,,,,,,,,,"{""numberLong"":""424476000""}"
1983-06-16,,,,,,,,,"{""numberLong"":""424562400""}"
1983-06-17,,,,,,,,,"{""numberLong"":""424648800""}"
1983-06-20,,,,,,,,,"{""numberLong"":""424908000""}"
1983-06-21,,,,,,,,,"{""numberLong"":""424994400""}"
1983-06-22,,,,,,,,,"{""numberLong"":""425080800""}"
1983-06-23,,,,,,,,,"{""numberLong"":""425167200""}"
1983-06-24,,,,,,,,,"{""numberLong"":""425253600""}"
1983-06-27,,,,,,,,,"{""numberLong"":""425512800""}"
1983-06-28,,,,,,,,,"{""numberLong"":""425599200""}"
1983-06-29,,,,,,,,,"{""numberLong"":""425685600""}"
1983-06-30,,,,,,,,,"{""numberLong"":""425772000""}"
1983-07-01,,,,,,,,,"{""numberLong"":""425858400""}"
1983-07-04,,,,,,,,,"{""numberLong"":""426117600""}"
1983-07-05,,,,,,,,,"{""numberLong"":""426204000""}"
1983-07-06,,,,,,,,,"{""numberLong"":""426290400""}"
1983-07-07,,,,,,,,,"{""numberLong"":""426376800""}"
1983-07-08,,,,,,,,,"{""numberLong"":""426463200""}"
1983-07-11,,,,,,,,,"{""numberLong"":""426722400""}"
1983-07-12,,,,,,,,,"{""numberLong"":""426808800""}"
1983-07-13,,,,,,,,,"{""numberLong"":""426895200""}"
1983-07-14,,,,,,,,,"{""numberLong"":""426981600""}"
1983-07-15,,,,,,,,,"{""numberLong"":""427068000""}"
1983-07-18,,,,,,,,,"{""numberLong"":""427327200""}"
1983-07-19,,,,,,,,,"{""numberLong"":""427413600""}"
1983-07-20,,,,,,,,,"{""numberLong"":""427500000""}"
1983-07-21,,,,,,,,,"{""numberLong"":""427586400""}"
1983-07-22,,,,,,,,,"{""numberLong"":""427672800""}"
1983-07-25,,,,,,,,,"{""numberLong"":""427932000""}"
1983-07-26,,,,,,,,,"{""numberLong"":""428018400""}"
1983-07-27,,,,,,,,,"{""numberLong"":""428104800""}"
1983-07-28,,,,,,,,,"{""numberLong"":""428191200""}"
1983-07-29,,,,,,,,,"{""numberLong"":""428277600""}"
1983-08-01,,,,,,,,,"{""numberLong"":""428536800""}"
1983-08-02,,,,,,,,,"{""numberLong"":""428623200""}"
1983-08-03,,,,,,,,,"{""numberLong"":""428709600""}"
1983-08-04,,,,,,,,,"{""numberLong"":""428796000""}"
1983-08-05,,,,,,,,,"{""numberLong"":""428882400""}"
1983-08-08,,,,,,,,,"{""numberLong"":""429141600""}"
1983-08-09,,,,,,,,,"{""numberLong"":""429228000""}"
1983-08-10,,,,,,,,,"{""numberLong"":""429314400""}"
1983-08-11,,,,,,,,,"{""numberLong"":""429400800""}"
1983-08-12,,,,,,,,,"{""numberLong"":""429487200""}"
1983-08-15,,,,,,,,,"{""numberLong"":""429746400""}"
1983-08-16,,,,,,,,,"{""numberLong"":""429832800""}"
1983-08-17,,,,,,,,,"{""numberLong"":""429919200""}"
1983-08-18,,,,,,,,,"{""numberLong"":""430005600""}"
1983-08-19,,,,,,,,,"{""numberLong"":""430092000""}"
1983-08-22,,,,,,,,,"{""numberLong"":""430351200""}"
1983-08-23,,,,,,,,,"{""numberLong"":""430437600""}"
1983-08-24,,,,,,,,,"{""numberLong"":""430524000""}"
1983-08-25,,,,,,,,,"{""numberLong"":""430610400""}"
1983-08-26,,,,,,,,,"{""numberLong"":""430696800""}"
1983-08-29,,,,,,,,,"{""numberLong"":""430956000""}"
1983-08-30,,,,,,,,,"{""numberLong"":""431042400""}"
1983-08-31,,,,,,,,,"{""numberLong"":""431128800""}"
1983-09-01,,,,,,,,,"{""numberLong"":""431215200""}"
1983-09-02,,,,,,,,,"{""numberLong"":""431301600""}"
1983-09-05,,,,,,,,,"{""numberLong"":""431560800""}"
1983-09-06,,,,,,,,,"{""numberLong"":""431647200""}"
1983-09-07,,,,,,,,,"{""numberLong"":""431733600""}"
1983-09-08,,,,,,,,,"{""numberLong"":""431820000""}"
1983-09-09,,,,,,,,,"{""numberLong"":""431906400""}"
1983-09-12,,,,,,,,,"{""numberLong"":""432165600""}"
1983-09-13,,,,,,,,,"{""numberLong"":""432252000""}"
1983-09-14,,,,,,,,,"{""numberLong"":""432338400""}"
1983-09-15,,,,,,,,,"{""numberLong"":""432424800""}"
1983-09-16,,,,,,,,,"{""numberLong"":""432511200""}"
1983-09-19,,,,,,,,,"{""numberLong"":""432770400""}"
1983-09-20,,,,,,,,,"{""numberLong"":""432856800""}"
1983-09-21,,,,,,,,,"{""numberLong"":""432943200""}"
1983-09-22,,,,,,,,,"{""numberLong"":""433029600""}"
1983-09-23,,,,,,,,,"{""numberLong"":""433116000""}"
1983-09-26,,,,,,,,,"{""numberLong"":""433378800""}"
1983-09-27,,,,,,,,,"{""numberLong"":""433465200""}"
1983-09-28,,,,,,,,,"{""numberLong"":""433551600""}"
1983-09-29,,,,,,,,,"{""numberLong"":""433638000""}"
1983-09-30,,,,,,,,,"{""numberLong"":""433724400""}"
1983-10-03,,,,,,,,,"{""numberLong"":""433983600""}"
1983-10-04,,,,,,,,,"{""numberLong"":""434070000""}"
1983-10-05,,,,,,,,,"{""numberLong"":""434156400""}"
1983-10-06,,,,,,,,,"{""numberLong"":""434242800""}"
1983-10-07,,,,,,,,,"{""numberLong"":""434329200""}"
1983-10-10,,,,,,,,,"{""numberLong"":""434588400""}"
1983-10-11,,,,,,,,,"{""numberLong"":""434674800""}"
1983-10-12,,,,,,,,,"{""numberLong"":""434761200""}"
1983-10-13,,,,,,,,,"{""numberLong"":""434847600""}"
1983-10-14,,,,,,,,,"{""numberLong"":""434934000""}"
1983-10-17,,,,,,,,,"{""numberLong"":""435193200""}"
1983-10-18,,,,,,,,,"{""numberLong"":""435279600""}"
1983-10-19,,,,,,,,,"{""numberLong"":""435366000""}"
1983-10-20,,,,,,,,,"{""numberLong"":""435452400""}"
1983-10-21,,,,,,,,,"{""numberLong"":""435538800""}"
1983-10-24,,,,,,,,,"{""numberLong"":""435798000""}"
1983-10-25,,,,,,,,,"{""numberLong"":""435884400""}"
1983-10-26,,,,,,,,,"{""numberLong"":""435970800""}"
1983-10-27,,,,,,,,,"{""numberLong"":""436057200""}"
1983-10-28,,,,,,,,,"{""numberLong"":""436143600""}"
1983-10-31,,,,,,,,,"{""numberLong"":""436402800""}"
1983-11-01,,,,,,,,,"{""numberLong"":""436489200""}"
1983-11-02,,,,,,,,,"{""numberLong"":""436575600""}"
1983-11-03,,,,,,,,,"{""numberLong"":""436662000""}"
1983-11-04,,,,,,,,,"{""numberLong"":""436748400""}"
1983-11-07,,,,,,,,,"{""numberLong"":""437007600""}"
1983-11-08,,,,,,,,,"{""numberLong"":""437094000""}"
1983-11-09,,,,,,,,,"{""numberLong"":""437180400""}"
1983-11-10,,,,,,,,,"{""numberLong"":""437266800""}"
1983-11-11,,,,,,,,,"{""numberLong"":""437353200""}"
1983-11-14,,,,,,,,,"{""numberLong"":""437612400""}"
1983-11-15,,,,,,,,,"{""numberLong"":""437698800""}"
1983-11-16,,,,,,,,,"{""numberLong"":""437785200""}"
1983-11-17,,,,,,,,,"{""numberLong"":""437871600""}"
1983-11-18,,,,,,,,,"{""numberLong"":""437958000""}"
1983-11-21,,,,,,,,,"{""numberLong"":""438217200""}"
1983-11-22,,,,,,,,,"{""numberLong"":""438303600""}"
1983-11-23,,,,,,,,,"{""numberLong"":""438390000""}"
1983-11-24,,,,,,,,,"{""numberLong"":""438476400""}"
1983-11-25,,,,,,,,,"{""numberLong"":""438562800""}"
1983-11-28,,,,,,,,,"{""numberLong"":""438822000""}"
1983-11-29,,,,,,,,,"{""numberLong"":""438908400""}"
1983-11-30,,,,,,,,,"{""numberLong"":""438994800""}"
1983-12-01,,,,,,,,,"{""numberLong"":""439081200""}"
1983-12-02,,,,,,,,,"{""numberLong"":""439167600""}"
1983-12-05,,,,,,,,,"{""numberLong"":""439426800""}"
1983-12-06,,,,,,,,,"{""numberLong"":""439513200""}"
1983-12-07,,,,,,,,,"{""numberLong"":""439599600""}"
1983-12-08,,,,,,,,,"{""numberLong"":""439686000""}"
1983-12-09,,,,,,,,,"{""numberLong"":""439772400""}"
1983-12-12,,,,,,,,,"{""numberLong"":""440031600""}"
1983-12-13,,,,,,,,,"{""numberLong"":""440118000""}"
1983-12-14,,,,,,,,,"{""numberLong"":""440204400""}"
1983-12-15,,,,,,,,,"{""numberLong"":""440290800""}"
1983-12-16,,,,,,,,,"{""numberLong"":""440377200""}"
1983-12-19,,,,,,,,,"{""numberLong"":""440636400""}"
1983-12-20,,,,,,,,,"{""numberLong"":""440722800""}"
1983-12-21,,,,,,,,,"{""numberLong"":""440809200""}"
1983-12-22,,,,,,,,,"{""numberLong"":""440895600""}"
1983-12-23,,,,,,,,,"{""numberLong"":""440982000""}"
1983-12-26,,,,,,,,,"{""numberLong"":""441241200""}"
1983-12-27,,,,,,,,,"{""numberLong"":""441327600""}"
1983-12-28,,,,,,,,,"{""numberLong"":""441414000""}"
1983-12-29,,,,,,,,,"{""numberLong"":""441500400""}"
1983-12-30,4429.5,555.5,3874.0,2058.7,716.9,1762.6,1525.0,730.5,"{""numberLong"":""441586800""}"
1984-01-02,,,,,,,,,"{""numberLong"":""441846000""}"
1984-01-03,,,,,,,,,"{""numberLong"":""441932400""}"
1984-01-04,,,,,,,,,"{""numberLong"":""442018800""}"
1984-01-05,,,,,,,,,"{""numberLong"":""442105200""}"
1984-01-06,,,,,,,,,"{""numberLong"":""442191600""}"
1984-01-09,,,,,,,,,"{""numberLong"":""442450800""}"
1984-01-10,,,,,,,,,"{""numberLong"":""442537200""}"
1984-01-11,,,,,,,,,"{""numberLong"":""442623600""}"
1984-01-12,,,,,,,,,"{""numberLong"":""442710000""}"
1984-01-13,,,,,,,,,"{""numberLong"":""442796400""}"
1984-01-16,,,,,,,,,"{""numberLong"":""443055600""}"
1984-01-17,,,,,,,,,"{""numberLong"":""443142000""}"
1984-01-18,,,,,,,,,"{""numberLong"":""443228400""}"
1984-01-19,,,,,,,,,"{""numberLong"":""443314800""}"
1984-01-20,,,,,,,,,"{""numberLong"":""443401200""}"
1984-01-23,,,,,,,,,"{""numberLong"":""443660400""}"
1984-01-24,,,,,,,,,"{""numberLong"":""443746800""}"
1984-01-25,,,,,,,,,"{""numberLong"":""443833200""}"
1984-01-26,,,,,,,,,"{""numberLong"":""443919600""}"
1984-01-27,,,,,,,,,"{""numberLong"":""444006000""}"
1984-01-30,,,,,,,,,"{""numberLong"":""444265200""}"
1984-01-31,,,,,,,,,"{""numberLong"":""444351600""}"
1984-02-01,,,,,,,,,"{""numberLong"":""444438000""}"
1984-02-02,,,,,,,,,"{""numberLong"":""444524400""}"
1984-02-03,,,,,,,,,"{""numberLong"":""444610800""}"
1984-02-06,,,,,,,,,"{""numberLong"":""444870000""}"
1984-02-07,,,,,,,,,"{""numberLong"":""444956400""}"
1984-02-08,,,,,,,,,"{""numberLong"":""445042800""}"
1984-02-09,,,,,,,,,"{""numberLong"":""445129200""}"
1984-02-10,,,,,,,,,"{""numberLong"":""445215600""}"
1984-02-13,,,,,,,,,"{""numberLong"":""445474800""}"
1984-02-14,,,,,,,,,"{""numberLong"":""445561200""}"
1984-02-15,,,,,,,,,"{""numberLong"":""445647600""}"
1984-02-16,,,,,,,,,"{""numberLong"":""445734000""}"
1984-02-17,,,,,,,,,"{""numberLong"":""445820400""}"
1984-02-20,,,,,,,,,"{""numberLong"":""446079600""}"
1984-02-21,,,,,,,,,"{""numberLong"":""446166000""}"
1984-02-22,,,,,,,,,"{""numberLong"":""446252400""}"
1984-02-23,,,,,,,,,"{""numberLong"":""446338800""}"
1984-02-24,,,,,,,,,"{""numberLong"":""446425200""}"
1984-02-27,,,,,,,,,"{""numberLong"":""446684400""}"
1984-02-28,,,,,,,,,"{""numberLong"":""446770800""}"
1984-02-29,,,,,,,,,"{""numberLong"":""446857200""}"
1984-03-01,,,,,,,,,"{""numberLong"":""446943600""}"
1984-03-02,,,,,,,,,"{""numberLong"":""447030000""}"
1984-03-05,,,,,,,,,"{""numberLong"":""447289200""}"
1984-03-06,,,,,,,,,"{""numberLong"":""447375600""}"
1984-03-07,,,,,,,,,"{""numberLong"":""447462000""}"
1984-03-08,,,,,,,,,"{""numberLong"":""447548400""}"
1984-03-09,,,,,,,,,"{""numberLong"":""447634800""}"
1984-03-12,,,,,,,,,"{""numberLong"":""447894000""}"
1984-03-13,,,,,,,,,"{""numberLong"":""447980400""}"
1984-03-14,,,,,,,,,"{""numberLong"":""448066800""}"
1984-03-15,,,,,,,,,"{""numberLong"":""448153200""}"
1984-03-16,,,,,,,,,"{""numberLong"":""448239600""}"
1984-03-19,,,,,,,,,"{""numberLong"":""448498800""}"
